Istasyon_No|Istasyon_Adi|YIL|AY|TOPLAM_GUNESLENME_SURESI
17227|AYDIN ?ILDIR HAVAL?MANI|2010|9|288.6
17227|AYDIN ?ILDIR HAVAL?MANI|2010|10|175.7
17227|AYDIN ?ILDIR HAVAL?MANI|2010|11|181.1
17227|AYDIN ?ILDIR HAVAL?MANI|2010|12|8.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|13|1133.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|1|149.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|2|162.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|3|204.1
17227|AYDIN ?ILDIR HAVAL?MANI|2011|4|193.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|5|235.1
17227|AYDIN ?ILDIR HAVAL?MANI|2011|6|308.7
17227|AYDIN ?ILDIR HAVAL?MANI|2011|7|352.7
17227|AYDIN ?ILDIR HAVAL?MANI|2011|8|347.3
17227|AYDIN ?ILDIR HAVAL?MANI|2011|9|311.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|10|237.7
17227|AYDIN ?ILDIR HAVAL?MANI|2011|11|230.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|12|140.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|13|2873.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|1|125.8
17227|AYDIN ?ILDIR HAVAL?MANI|2012|2|147.7
17227|AYDIN ?ILDIR HAVAL?MANI|2012|3|239.1
17227|AYDIN ?ILDIR HAVAL?MANI|2012|4|229.6
17227|AYDIN ?ILDIR HAVAL?MANI|2012|5|217.7
17227|AYDIN ?ILDIR HAVAL?MANI|2012|6|273.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|7|293.8
17227|AYDIN ?ILDIR HAVAL?MANI|2012|8|384.9
17227|AYDIN ?ILDIR HAVAL?MANI|2012|9|337.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|10|241.2
17227|AYDIN ?ILDIR HAVAL?MANI|2012|11|169.2
17227|AYDIN ?ILDIR HAVAL?MANI|2012|12|115.5
17227|AYDIN ?ILDIR HAVAL?MANI|2012|13|2774.5
17227|AYDIN ?ILDIR HAVAL?MANI|2013|1|135.2
17227|AYDIN ?ILDIR HAVAL?MANI|2013|2|128.1
17227|AYDIN ?ILDIR HAVAL?MANI|2013|3|183.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|4|264.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|5|269.1
17227|AYDIN ?ILDIR HAVAL?MANI|2013|6|217.1
17227|AYDIN ?ILDIR HAVAL?MANI|2013|7|399.4
17227|AYDIN ?ILDIR HAVAL?MANI|2013|8|371.5
17227|AYDIN ?ILDIR HAVAL?MANI|2013|9|342.1
17227|AYDIN ?ILDIR HAVAL?MANI|2013|10|288.5
17227|AYDIN ?ILDIR HAVAL?MANI|2013|11|173.3
17227|AYDIN ?ILDIR HAVAL?MANI|2013|12|179.6
17227|AYDIN ?ILDIR HAVAL?MANI|2013|13|2950.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|1|141.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|2|185.5
17227|AYDIN ?ILDIR HAVAL?MANI|2014|3|219.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|4|229.2
17227|AYDIN ?ILDIR HAVAL?MANI|2014|5|277.1
17227|AYDIN ?ILDIR HAVAL?MANI|2014|6|316.5
17227|AYDIN ?ILDIR HAVAL?MANI|2014|7|408.4
17227|AYDIN ?ILDIR HAVAL?MANI|2014|8|376.7
17227|AYDIN ?ILDIR HAVAL?MANI|2014|9|296.3
17227|AYDIN ?ILDIR HAVAL?MANI|2014|10|245.4
17227|AYDIN ?ILDIR HAVAL?MANI|2014|11|187.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|12|131.6
17227|AYDIN ?ILDIR HAVAL?MANI|2014|13|3014.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|1|144.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|2|128.3
17227|AYDIN ?ILDIR HAVAL?MANI|2015|3|160.9
17227|AYDIN ?ILDIR HAVAL?MANI|2015|4|276.5
17227|AYDIN ?ILDIR HAVAL?MANI|2015|5|295.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|6|329.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|7|398.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|8|358.7
17227|AYDIN ?ILDIR HAVAL?MANI|2015|9|276.1
17227|AYDIN ?ILDIR HAVAL?MANI|2015|10|237.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|11|228.2
17227|AYDIN ?ILDIR HAVAL?MANI|2015|12|239.1
17227|AYDIN ?ILDIR HAVAL?MANI|2015|13|3073.2
17227|AYDIN ?ILDIR HAVAL?MANI|2016|1|146.3
17227|AYDIN ?ILDIR HAVAL?MANI|2016|2|146.8
17227|AYDIN ?ILDIR HAVAL?MANI|2016|3|171.8
17227|AYDIN ?ILDIR HAVAL?MANI|2016|4|262.6
17227|AYDIN ?ILDIR HAVAL?MANI|2016|5|239.4
17227|AYDIN ?ILDIR HAVAL?MANI|2016|6|322.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|7|367.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|8|320.6
17227|AYDIN ?ILDIR HAVAL?MANI|2016|9|263.4
17227|AYDIN ?ILDIR HAVAL?MANI|2016|10|227.4
17227|AYDIN ?ILDIR HAVAL?MANI|2016|11|171.5
17227|AYDIN ?ILDIR HAVAL?MANI|2016|12|171.8
17227|AYDIN ?ILDIR HAVAL?MANI|2016|13|2810.6
17227|AYDIN ?ILDIR HAVAL?MANI|2017|1|124.6
17227|AYDIN ?ILDIR HAVAL?MANI|2017|2|134.1
17227|AYDIN ?ILDIR HAVAL?MANI|2017|3|178.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|4|208.5
17227|AYDIN ?ILDIR HAVAL?MANI|2017|5|202.3
17227|AYDIN ?ILDIR HAVAL?MANI|2017|6|274.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|7|290.2
17227|AYDIN ?ILDIR HAVAL?MANI|2017|13|1412.1
17237|DEN?ZL?|1960|1|146.0
17237|DEN?ZL?|1960|2|128.5
17237|DEN?ZL?|1960|3|151.0
17237|DEN?ZL?|1960|4|198.5
17237|DEN?ZL?|1960|5|288.1
17237|DEN?ZL?|1960|6|321.4
17237|DEN?ZL?|1960|7|381.4
17237|DEN?ZL?|1960|8|367.7
17237|DEN?ZL?|1960|9|285.7
17237|DEN?ZL?|1960|10|256.7
17237|DEN?ZL?|1960|11|149.7
17237|DEN?ZL?|1960|12|93.1
17237|DEN?ZL?|1960|13|2767.8
17237|DEN?ZL?|1961|1|98.5
17237|DEN?ZL?|1961|2|146.0
17237|DEN?ZL?|1961|3|213.3
17237|DEN?ZL?|1961|4|240.0
17237|DEN?ZL?|1961|5|286.0
17237|DEN?ZL?|1961|6|316.0
17237|DEN?ZL?|1961|7|366.4
17237|DEN?ZL?|1961|8|352.7
17237|DEN?ZL?|1961|9|302.2
17237|DEN?ZL?|1961|10|217.4
17237|DEN?ZL?|1961|11|158.3
17237|DEN?ZL?|1961|12|61.7
17237|DEN?ZL?|1961|13|2758.5
17237|DEN?ZL?|1962|1|109.4
17237|DEN?ZL?|1962|2|122.4
17237|DEN?ZL?|1962|3|189.3
17237|DEN?ZL?|1962|4|224.8
17237|DEN?ZL?|1962|5|288.4
17237|DEN?ZL?|1962|6|336.9
17237|DEN?ZL?|1962|7|373.0
17237|DEN?ZL?|1962|8|342.4
17237|DEN?ZL?|1962|9|281.3
17237|DEN?ZL?|1962|10|168.1
17237|DEN?ZL?|1962|11|147.7
17237|DEN?ZL?|1962|12|79.1
17237|DEN?ZL?|1962|13|2662.8
17237|DEN?ZL?|1963|1|77.4
17237|DEN?ZL?|1963|2|87.5
17237|DEN?ZL?|1963|3|182.0
17237|DEN?ZL?|1963|4|221.0
17237|DEN?ZL?|1963|5|212.9
17237|DEN?ZL?|1963|6|318.5
17237|DEN?ZL?|1963|7|348.0
17237|DEN?ZL?|1963|8|350.2
17237|DEN?ZL?|1963|9|290.4
17237|DEN?ZL?|1963|10|186.6
17237|DEN?ZL?|1963|11|200.7
17237|DEN?ZL?|1963|12|127.9
17237|DEN?ZL?|1963|13|2603.1
17237|DEN?ZL?|1964|1|180.5
17237|DEN?ZL?|1964|2|113.8
17237|DEN?ZL?|1964|3|135.7
17237|DEN?ZL?|1964|4|290.1
17237|DEN?ZL?|1964|5|259.6
17237|DEN?ZL?|1964|6|312.7
17237|DEN?ZL?|1964|7|369.0
17237|DEN?ZL?|1964|8|353.7
17237|DEN?ZL?|1964|9|266.8
17237|DEN?ZL?|1964|10|271.6
17237|DEN?ZL?|1964|11|162.0
17237|DEN?ZL?|1964|12|121.9
17237|DEN?ZL?|1964|13|2837.4
17237|DEN?ZL?|1965|1|120.4
17237|DEN?ZL?|1965|2|80.5
17237|DEN?ZL?|1965|3|152.0
17237|DEN?ZL?|1965|4|190.3
17237|DEN?ZL?|1965|5|260.9
17237|DEN?ZL?|1965|6|334.9
17237|DEN?ZL?|1965|7|379.1
17237|DEN?ZL?|1965|8|363.3
17237|DEN?ZL?|1965|9|305.3
17237|DEN?ZL?|1965|10|243.6
17237|DEN?ZL?|1965|11|172.5
17237|DEN?ZL?|1965|12|109.0
17237|DEN?ZL?|1965|13|2711.8
17237|DEN?ZL?|1966|1|71.5
17237|DEN?ZL?|1966|2|159.9
17237|DEN?ZL?|1966|3|142.5
17237|DEN?ZL?|1966|4|189.6
17237|DEN?ZL?|1966|5|314.2
17237|DEN?ZL?|1966|6|340.6
17237|DEN?ZL?|1966|7|374.7
17237|DEN?ZL?|1966|8|341.0
17237|DEN?ZL?|1966|9|272.4
17237|DEN?ZL?|1966|10|243.4
17237|DEN?ZL?|1966|11|135.5
17237|DEN?ZL?|1966|12|99.3
17237|DEN?ZL?|1966|13|2684.6
17237|DEN?ZL?|1967|1|122.9
17237|DEN?ZL?|1967|2|160.2
17237|DEN?ZL?|1967|3|173.7
17237|DEN?ZL?|1967|4|190.8
17237|DEN?ZL?|1967|5|251.0
17237|DEN?ZL?|1967|6|326.2
17237|DEN?ZL?|1967|7|356.9
17237|DEN?ZL?|1967|8|345.0
17237|DEN?ZL?|1967|9|269.5
17237|DEN?ZL?|1967|10|209.3
17237|DEN?ZL?|1967|11|179.0
17237|DEN?ZL?|1967|12|106.4
17237|DEN?ZL?|1967|13|2690.9
17237|DEN?ZL?|1968|1|134.4
17237|DEN?ZL?|1968|2|149.3
17237|DEN?ZL?|1968|3|184.0
17237|DEN?ZL?|1968|4|212.6
17237|DEN?ZL?|1968|5|325.3
17237|DEN?ZL?|1968|6|292.8
17237|DEN?ZL?|1968|7|386.1
17237|DEN?ZL?|1968|8|333.8
17237|DEN?ZL?|1968|9|272.4
17237|DEN?ZL?|1968|10|199.6
17237|DEN?ZL?|1968|11|135.9
17237|DEN?ZL?|1968|12|85.5
17237|DEN?ZL?|1968|13|2711.7
17237|DEN?ZL?|1969|1|92.0
17237|DEN?ZL?|1969|2|120.7
17237|DEN?ZL?|1969|3|125.3
17237|DEN?ZL?|1969|4|204.8
17237|DEN?ZL?|1969|5|312.5
17237|DEN?ZL?|1969|6|314.3
17237|DEN?ZL?|1969|7|363.8
17237|DEN?ZL?|1969|8|361.4
17237|DEN?ZL?|1969|9|289.5
17237|DEN?ZL?|1969|10|228.7
17237|DEN?ZL?|1969|11|206.5
17237|DEN?ZL?|1969|12|87.2
17237|DEN?ZL?|1969|13|2706.7
17237|DEN?ZL?|1970|1|94.4
17237|DEN?ZL?|1970|2|134.5
17237|DEN?ZL?|1970|3|147.4
17237|DEN?ZL?|1970|4|248.7
17237|DEN?ZL?|1970|5|311.2
17237|DEN?ZL?|1970|6|353.7
17237|DEN?ZL?|1970|7|360.1
17237|DEN?ZL?|1970|8|361.3
17237|DEN?ZL?|1970|9|297.1
17237|DEN?ZL?|1970|10|226.0
17237|DEN?ZL?|1970|11|182.4
17237|DEN?ZL?|1970|12|112.6
17237|DEN?ZL?|1970|13|2829.4
17237|DEN?ZL?|1971|1|161.2
17237|DEN?ZL?|1971|2|121.5
17237|DEN?ZL?|1971|3|184.9
17237|DEN?ZL?|1971|4|192.3
17237|DEN?ZL?|1971|5|298.3
17237|DEN?ZL?|1971|6|355.5
17237|DEN?ZL?|1971|7|364.5
17237|DEN?ZL?|1971|8|350.5
17237|DEN?ZL?|1971|9|324.4
17237|DEN?ZL?|1971|10|238.6
17237|DEN?ZL?|1971|11|151.9
17237|DEN?ZL?|1971|12|149.0
17237|DEN?ZL?|1971|13|2892.6
17237|DEN?ZL?|1972|1|137.6
17237|DEN?ZL?|1972|2|168.3
17237|DEN?ZL?|1972|3|237.0
17237|DEN?ZL?|1972|4|205.9
17237|DEN?ZL?|1972|5|310.0
17237|DEN?ZL?|1972|6|324.7
17237|DEN?ZL?|1972|7|363.4
17237|DEN?ZL?|1972|8|354.8
17237|DEN?ZL?|1972|9|291.8
17237|DEN?ZL?|1972|10|164.5
17237|DEN?ZL?|1972|11|208.2
17237|DEN?ZL?|1972|12|213.6
17237|DEN?ZL?|1972|13|2979.8
17237|DEN?ZL?|1973|1|132.1
17237|DEN?ZL?|1973|2|126.7
17237|DEN?ZL?|1973|3|203.0
17237|DEN?ZL?|1973|4|229.1
17237|DEN?ZL?|1973|5|358.6
17237|DEN?ZL?|1973|6|359.9
17237|DEN?ZL?|1973|7|388.4
17237|DEN?ZL?|1973|8|368.8
17237|DEN?ZL?|1973|9|325.9
17237|DEN?ZL?|1973|10|223.8
17237|DEN?ZL?|1973|11|189.6
17237|DEN?ZL?|1973|12|137.6
17237|DEN?ZL?|1973|13|3043.5
17237|DEN?ZL?|1974|1|159.7
17237|DEN?ZL?|1974|2|130.9
17237|DEN?ZL?|1974|3|180.8
17237|DEN?ZL?|1974|4|204.9
17237|DEN?ZL?|1974|5|296.3
17237|DEN?ZL?|1974|6|357.1
17237|DEN?ZL?|1974|7|403.2
17237|DEN?ZL?|1974|8|328.6
17237|DEN?ZL?|1974|9|314.5
17237|DEN?ZL?|1974|10|247.8
17237|DEN?ZL?|1974|11|135.8
17237|DEN?ZL?|1974|12|148.6
17237|DEN?ZL?|1974|13|2908.2
17237|DEN?ZL?|1975|1|156.6
17237|DEN?ZL?|1975|2|94.3
17237|DEN?ZL?|1975|3|204.3
17237|DEN?ZL?|1975|4|168.5
17237|DEN?ZL?|1975|5|273.8
17237|DEN?ZL?|1975|6|289.9
17237|DEN?ZL?|1975|7|384.5
17237|DEN?ZL?|1975|8|333.9
17237|DEN?ZL?|1975|9|309.8
17237|DEN?ZL?|1975|10|251.0
17237|DEN?ZL?|1975|11|175.3
17237|DEN?ZL?|1975|12|140.8
17237|DEN?ZL?|1975|13|2782.7
17237|DEN?ZL?|1976|1|140.9
17237|DEN?ZL?|1976|2|158.1
17237|DEN?ZL?|1976|3|172.5
17237|DEN?ZL?|1976|4|205.6
17237|DEN?ZL?|1976|5|267.2
17237|DEN?ZL?|1976|6|356.0
17237|DEN?ZL?|1976|7|373.3
17237|DEN?ZL?|1976|8|355.9
17237|DEN?ZL?|1976|9|323.3
17237|DEN?ZL?|1976|10|195.3
17237|DEN?ZL?|1976|11|144.6
17237|DEN?ZL?|1976|12|120.5
17237|DEN?ZL?|1976|13|2813.2
17237|DEN?ZL?|1977|1|136.5
17237|DEN?ZL?|1977|2|129.4
17237|DEN?ZL?|1977|3|188.7
17237|DEN?ZL?|1977|4|209.3
17237|DEN?ZL?|1977|5|347.0
17237|DEN?ZL?|1977|6|343.3
17237|DEN?ZL?|1977|7|379.7
17237|DEN?ZL?|1977|8|365.6
17237|DEN?ZL?|1977|9|250.0
17237|DEN?ZL?|1977|10|239.2
17237|DEN?ZL?|1977|11|164.5
17237|DEN?ZL?|1977|12|95.6
17237|DEN?ZL?|1977|13|2848.8
17237|DEN?ZL?|1978|1|111.6
17237|DEN?ZL?|1978|2|100.4
17237|DEN?ZL?|1978|3|167.7
17237|DEN?ZL?|1978|4|197.8
17237|DEN?ZL?|1978|5|313.6
17237|DEN?ZL?|1978|6|357.2
17237|DEN?ZL?|1978|7|383.5
17237|DEN?ZL?|1978|8|364.6
17237|DEN?ZL?|1978|9|263.9
17237|DEN?ZL?|1978|10|192.3
17237|DEN?ZL?|1978|11|213.6
17237|DEN?ZL?|1978|12|125.8
17237|DEN?ZL?|1978|13|2792.0
17237|DEN?ZL?|1979|1|67.4
17237|DEN?ZL?|1979|2|139.2
17237|DEN?ZL?|1979|3|192.7
17237|DEN?ZL?|1979|4|226.8
17237|DEN?ZL?|1979|5|237.4
17237|DEN?ZL?|1979|6|323.6
17237|DEN?ZL?|1979|7|379.1
17237|DEN?ZL?|1979|8|349.4
17237|DEN?ZL?|1979|9|309.7
17237|DEN?ZL?|1979|10|171.0
17237|DEN?ZL?|1979|11|135.8
17237|DEN?ZL?|1979|12|111.3
17237|DEN?ZL?|1979|13|2643.4
17237|DEN?ZL?|1980|1|102.7
17237|DEN?ZL?|1980|2|91.2
17237|DEN?ZL?|1980|3|152.9
17237|DEN?ZL?|1980|4|190.1
17237|DEN?ZL?|1980|5|234.8
17237|DEN?ZL?|1980|6|341.4
17237|DEN?ZL?|1980|7|390.7
17237|DEN?ZL?|1980|8|354.0
17237|DEN?ZL?|1980|9|300.5
17237|DEN?ZL?|1980|10|210.4
17237|DEN?ZL?|1980|11|158.4
17237|DEN?ZL?|1980|12|121.5
17237|DEN?ZL?|1980|13|2648.6
17237|DEN?ZL?|1981|1|59.8
17237|DEN?ZL?|1981|2|104.7
17237|DEN?ZL?|1981|3|178.0
17237|DEN?ZL?|1981|4|245.2
17237|DEN?ZL?|1981|5|270.4
17237|DEN?ZL?|1981|6|328.7
17237|DEN?ZL?|1981|7|366.1
17237|DEN?ZL?|1981|8|354.8
17237|DEN?ZL?|1981|9|286.8
17237|DEN?ZL?|1981|10|237.0
17237|DEN?ZL?|1981|11|142.1
17237|DEN?ZL?|1981|12|68.7
17237|DEN?ZL?|1981|13|2642.3
17237|DEN?ZL?|1982|1|107.5
17237|DEN?ZL?|1982|2|114.5
17237|DEN?ZL?|1982|3|168.3
17237|DEN?ZL?|1982|4|165.5
17237|DEN?ZL?|1982|5|273.5
17237|DEN?ZL?|1982|6|332.9
17237|DEN?ZL?|1982|7|364.0
17237|DEN?ZL?|1982|8|334.6
17237|DEN?ZL?|1982|9|291.7
17237|DEN?ZL?|1982|10|234.6
17237|DEN?ZL?|1982|11|155.9
17237|DEN?ZL?|1982|12|122.0
17237|DEN?ZL?|1982|13|2665.0
17237|DEN?ZL?|1983|1|131.3
17237|DEN?ZL?|1983|2|92.1
17237|DEN?ZL?|1983|3|191.9
17237|DEN?ZL?|1983|4|212.8
17237|DEN?ZL?|1983|5|283.5
17237|DEN?ZL?|1983|6|319.0
17237|DEN?ZL?|1983|7|321.2
17237|DEN?ZL?|1983|8|342.9
17237|DEN?ZL?|1983|9|277.3
17237|DEN?ZL?|1983|10|228.4
17237|DEN?ZL?|1983|11|79.3
17237|DEN?ZL?|1983|12|112.2
17237|DEN?ZL?|1983|13|2591.9
17237|DEN?ZL?|1984|1|115.7
17237|DEN?ZL?|1984|2|122.7
17237|DEN?ZL?|1984|3|115.3
17237|DEN?ZL?|1984|4|164.8
17237|DEN?ZL?|1984|5|295.3
17237|DEN?ZL?|1984|6|356.0
17237|DEN?ZL?|1984|7|351.2
17237|DEN?ZL?|1984|8|338.0
17237|DEN?ZL?|1984|9|273.7
17237|DEN?ZL?|1984|10|255.4
17237|DEN?ZL?|1984|11|121.3
17237|DEN?ZL?|1984|12|139.2
17237|DEN?ZL?|1984|13|2648.6
17237|DEN?ZL?|1985|1|85.0
17237|DEN?ZL?|1985|2|112.7
17237|DEN?ZL?|1985|3|177.1
17237|DEN?ZL?|1985|4|218.1
17237|DEN?ZL?|1985|5|260.2
17237|DEN?ZL?|1985|6|371.1
17237|DEN?ZL?|1985|7|386.2
17237|DEN?ZL?|1985|8|344.2
17237|DEN?ZL?|1985|9|297.6
17237|DEN?ZL?|1985|10|199.2
17237|DEN?ZL?|1985|11|117.0
17237|DEN?ZL?|1985|12|109.1
17237|DEN?ZL?|1985|13|2677.5
17237|DEN?ZL?|1986|1|92.2
17237|DEN?ZL?|1986|2|95.6
17237|DEN?ZL?|1986|3|170.5
17237|DEN?ZL?|1986|4|285.1
17237|DEN?ZL?|1986|5|291.9
17237|DEN?ZL?|1986|6|312.9
17237|DEN?ZL?|1986|7|387.3
17237|DEN?ZL?|1986|8|340.1
17237|DEN?ZL?|1986|9|241.0
17237|DEN?ZL?|1986|10|215.0
17237|DEN?ZL?|1986|11|175.9
17237|DEN?ZL?|1986|12|116.0
17237|DEN?ZL?|1986|13|2723.5
17237|DEN?ZL?|1987|1|95.2
17237|DEN?ZL?|1987|2|107.0
17237|DEN?ZL?|1987|3|170.8
17237|DEN?ZL?|1987|4|171.9
17237|DEN?ZL?|1987|5|271.0
17237|DEN?ZL?|1987|6|354.6
17237|DEN?ZL?|1987|7|360.5
17237|DEN?ZL?|1987|8|359.7
17237|DEN?ZL?|1987|9|269.2
17237|DEN?ZL?|1987|10|191.7
17237|DEN?ZL?|1987|11|112.2
17237|DEN?ZL?|1987|12|70.5
17237|DEN?ZL?|1987|13|2534.3
17237|DEN?ZL?|1988|1|119.2
17237|DEN?ZL?|1988|2|99.3
17237|DEN?ZL?|1988|3|144.5
17237|DEN?ZL?|1988|4|165.4
17237|DEN?ZL?|1988|5|285.4
17237|DEN?ZL?|1988|6|331.7
17237|DEN?ZL?|1988|7|379.1
17237|DEN?ZL?|1988|8|347.5
17237|DEN?ZL?|1988|9|299.6
17237|DEN?ZL?|1988|10|192.6
17237|DEN?ZL?|1988|11|101.8
17237|DEN?ZL?|1988|12|90.5
17237|DEN?ZL?|1988|13|2556.6
17237|DEN?ZL?|1989|1|197.2
17237|DEN?ZL?|1989|2|181.3
17237|DEN?ZL?|1989|3|198.2
17237|DEN?ZL?|1989|4|251.8
17237|DEN?ZL?|1989|5|287.2
17237|DEN?ZL?|1989|6|340.1
17237|DEN?ZL?|1989|7|369.8
17237|DEN?ZL?|1989|8|351.6
17237|DEN?ZL?|1989|9|307.1
17237|DEN?ZL?|1989|10|189.3
17237|DEN?ZL?|1989|11|94.0
17237|DEN?ZL?|1989|12|121.8
17237|DEN?ZL?|1989|13|2889.4
17237|DEN?ZL?|1990|1|151.7
17237|DEN?ZL?|1990|2|144.4
17237|DEN?ZL?|1990|3|270.9
17237|DEN?ZL?|1990|4|218.0
17237|DEN?ZL?|1990|5|280.3
17237|DEN?ZL?|1990|6|349.6
17237|DEN?ZL?|1990|7|373.3
17237|DEN?ZL?|1990|8|348.6
17237|DEN?ZL?|1990|9|280.3
17237|DEN?ZL?|1990|10|200.6
17237|DEN?ZL?|1990|11|141.8
17237|DEN?ZL?|1990|12|99.6
17237|DEN?ZL?|1990|13|2859.1
17237|DEN?ZL?|1991|1|118.9
17237|DEN?ZL?|1991|2|91.7
17237|DEN?ZL?|1991|3|173.2
17237|DEN?ZL?|1991|4|191.1
17237|DEN?ZL?|1991|5|207.1
17237|DEN?ZL?|1991|6|353.7
17237|DEN?ZL?|1991|7|356.9
17237|DEN?ZL?|1991|8|329.4
17237|DEN?ZL?|1991|9|284.7
17237|DEN?ZL?|1991|10|166.5
17237|DEN?ZL?|1991|11|141.2
17237|DEN?ZL?|1991|12|73.6
17237|DEN?ZL?|1991|13|2488.0
17237|DEN?ZL?|1992|1|164.3
17237|DEN?ZL?|1992|2|168.2
17237|DEN?ZL?|1992|3|167.2
17237|DEN?ZL?|1992|4|238.4
17237|DEN?ZL?|1992|5|250.2
17237|DEN?ZL?|1992|6|302.2
17237|DEN?ZL?|1992|7|354.8
17237|DEN?ZL?|1992|8|352.6
17237|DEN?ZL?|1992|9|308.4
17237|DEN?ZL?|1992|10|221.0
17237|DEN?ZL?|1992|11|144.9
17237|DEN?ZL?|1992|12|108.1
17237|DEN?ZL?|1992|13|2780.3
17237|DEN?ZL?|1993|1|128.4
17237|DEN?ZL?|1993|2|130.5
17237|DEN?ZL?|1993|3|237.0
17237|DEN?ZL?|1993|4|217.7
17237|DEN?ZL?|1993|5|245.2
17237|DEN?ZL?|1993|6|347.4
17237|DEN?ZL?|1993|7|388.2
17237|DEN?ZL?|1993|8|359.6
17237|DEN?ZL?|1993|9|308.1
17237|DEN?ZL?|1993|10|232.4
17237|DEN?ZL?|1993|11|138.6
17237|DEN?ZL?|1993|12|117.1
17237|DEN?ZL?|1993|13|2850.2
17237|DEN?ZL?|1994|1|101.3
17237|DEN?ZL?|1994|2|116.7
17237|DEN?ZL?|1994|3|209.9
17237|DEN?ZL?|1994|4|232.7
17237|DEN?ZL?|1994|5|306.9
17237|DEN?ZL?|1994|6|348.1
17237|DEN?ZL?|1994|7|339.3
17237|DEN?ZL?|1994|8|349.6
17237|DEN?ZL?|1994|9|296.4
17237|DEN?ZL?|1994|10|174.5
17237|DEN?ZL?|1994|11|129.2
17237|DEN?ZL?|1994|12|102.4
17237|DEN?ZL?|1994|13|2707.0
17237|DEN?ZL?|1995|1|105.1
17237|DEN?ZL?|1995|2|160.9
17237|DEN?ZL?|1995|3|170.8
17237|DEN?ZL?|1995|4|221.2
17237|DEN?ZL?|1995|5|292.0
17237|DEN?ZL?|1995|6|348.9
17237|DEN?ZL?|1995|7|358.0
17237|DEN?ZL?|1995|8|344.6
17237|DEN?ZL?|1995|9|272.2
17237|DEN?ZL?|1995|10|226.0
17237|DEN?ZL?|1995|11|125.4
17237|DEN?ZL?|1995|12|109.4
17237|DEN?ZL?|1995|13|2734.5
17237|DEN?ZL?|1996|1|98.8
17237|DEN?ZL?|1996|2|110.6
17237|DEN?ZL?|1996|3|127.7
17237|DEN?ZL?|1996|4|225.4
17237|DEN?ZL?|1996|5|302.3
17237|DEN?ZL?|1996|6|370.4
17237|DEN?ZL?|1996|7|370.3
17237|DEN?ZL?|1996|8|355.6
17237|DEN?ZL?|1996|9|239.0
17237|DEN?ZL?|1996|10|204.5
17237|DEN?ZL?|1996|11|186.4
17237|DEN?ZL?|1996|12|86.5
17237|DEN?ZL?|1996|13|2677.5
17237|DEN?ZL?|1997|1|152.7
17237|DEN?ZL?|1997|2|151.9
17237|DEN?ZL?|1997|3|210.7
17237|DEN?ZL?|1997|4|159.6
17237|DEN?ZL?|1997|5|323.2
17237|DEN?ZL?|1997|6|308.8
17237|DEN?ZL?|1997|7|373.4
17237|DEN?ZL?|1997|8|300.8
17237|DEN?ZL?|1997|9|281.0
17237|DEN?ZL?|1997|10|153.6
17237|DEN?ZL?|1997|11|150.3
17237|DEN?ZL?|1997|12|92.8
17237|DEN?ZL?|1997|13|2658.8
17237|DEN?ZL?|1998|1|120.6
17237|DEN?ZL?|1998|2|167.4
17237|DEN?ZL?|1998|3|134.1
17237|DEN?ZL?|1998|4|235.1
17237|DEN?ZL?|1998|5|229.7
17237|DEN?ZL?|1998|6|339.9
17237|DEN?ZL?|1998|7|388.1
17237|DEN?ZL?|1998|8|360.0
17237|DEN?ZL?|1998|9|268.7
17237|DEN?ZL?|1998|10|220.9
17237|DEN?ZL?|1998|11|136.6
17237|DEN?ZL?|1998|12|70.9
17237|DEN?ZL?|1998|13|2672.0
17237|DEN?ZL?|1999|1|109.8
17237|DEN?ZL?|1999|2|127.5
17237|DEN?ZL?|1999|3|182.0
17237|DEN?ZL?|1999|4|249.6
17237|DEN?ZL?|1999|5|321.8
17237|DEN?ZL?|1999|6|341.7
17237|DEN?ZL?|1999|7|358.9
