Istasyon_No|Istasyon_Adi|YIL|AY|GUNLUK_TOPLAM_GUNESLENME_SURESI_AYLIK_ORTALAMASI
17227|AYDIN ?ILDIR HAVAL?MANI|2010|9|9.6
17227|AYDIN ?ILDIR HAVAL?MANI|2010|10|5.7
17227|AYDIN ?ILDIR HAVAL?MANI|2010|11|6.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|12|0.3
17227|AYDIN ?ILDIR HAVAL?MANI|2010|13|4.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|1|4.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|2|5.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|3|6.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|4|6.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|5|7.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|6|10.3
17227|AYDIN ?ILDIR HAVAL?MANI|2011|7|11.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|8|11.2
17227|AYDIN ?ILDIR HAVAL?MANI|2011|9|10.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|10|7.7
17227|AYDIN ?ILDIR HAVAL?MANI|2011|11|7.7
17227|AYDIN ?ILDIR HAVAL?MANI|2011|12|4.5
17227|AYDIN ?ILDIR HAVAL?MANI|2011|13|7.9
17227|AYDIN ?ILDIR HAVAL?MANI|2012|1|4.1
17227|AYDIN ?ILDIR HAVAL?MANI|2012|2|5.1
17227|AYDIN ?ILDIR HAVAL?MANI|2012|3|7.7
17227|AYDIN ?ILDIR HAVAL?MANI|2012|4|7.7
17227|AYDIN ?ILDIR HAVAL?MANI|2012|5|7.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|6|9.1
17227|AYDIN ?ILDIR HAVAL?MANI|2012|7|9.5
17227|AYDIN ?ILDIR HAVAL?MANI|2012|8|12.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|9|11.2
17227|AYDIN ?ILDIR HAVAL?MANI|2012|10|7.8
17227|AYDIN ?ILDIR HAVAL?MANI|2012|11|5.6
17227|AYDIN ?ILDIR HAVAL?MANI|2012|12|3.7
17227|AYDIN ?ILDIR HAVAL?MANI|2012|13|7.6
17227|AYDIN ?ILDIR HAVAL?MANI|2013|1|4.4
17227|AYDIN ?ILDIR HAVAL?MANI|2013|2|4.6
17227|AYDIN ?ILDIR HAVAL?MANI|2013|3|5.9
17227|AYDIN ?ILDIR HAVAL?MANI|2013|4|8.8
17227|AYDIN ?ILDIR HAVAL?MANI|2013|5|8.7
17227|AYDIN ?ILDIR HAVAL?MANI|2013|6|7.2
17227|AYDIN ?ILDIR HAVAL?MANI|2013|7|12.9
17227|AYDIN ?ILDIR HAVAL?MANI|2013|8|12.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|9|11.4
17227|AYDIN ?ILDIR HAVAL?MANI|2013|10|9.3
17227|AYDIN ?ILDIR HAVAL?MANI|2013|11|5.8
17227|AYDIN ?ILDIR HAVAL?MANI|2013|12|5.8
17227|AYDIN ?ILDIR HAVAL?MANI|2013|13|8.1
17227|AYDIN ?ILDIR HAVAL?MANI|2014|1|4.5
17227|AYDIN ?ILDIR HAVAL?MANI|2014|2|6.6
17227|AYDIN ?ILDIR HAVAL?MANI|2014|3|7.1
17227|AYDIN ?ILDIR HAVAL?MANI|2014|4|7.6
17227|AYDIN ?ILDIR HAVAL?MANI|2014|5|8.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|6|10.6
17227|AYDIN ?ILDIR HAVAL?MANI|2014|7|13.2
17227|AYDIN ?ILDIR HAVAL?MANI|2014|8|12.2
17227|AYDIN ?ILDIR HAVAL?MANI|2014|9|9.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|10|7.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|11|6.3
17227|AYDIN ?ILDIR HAVAL?MANI|2014|12|4.2
17227|AYDIN ?ILDIR HAVAL?MANI|2014|13|8.3
17227|AYDIN ?ILDIR HAVAL?MANI|2015|1|4.7
17227|AYDIN ?ILDIR HAVAL?MANI|2015|2|4.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|3|5.2
17227|AYDIN ?ILDIR HAVAL?MANI|2015|4|9.2
17227|AYDIN ?ILDIR HAVAL?MANI|2015|5|9.9
17227|AYDIN ?ILDIR HAVAL?MANI|2015|6|11.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|7|12.9
17227|AYDIN ?ILDIR HAVAL?MANI|2015|8|11.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|9|9.2
17227|AYDIN ?ILDIR HAVAL?MANI|2015|10|7.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|11|7.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|12|7.7
17227|AYDIN ?ILDIR HAVAL?MANI|2015|13|8.4
17227|AYDIN ?ILDIR HAVAL?MANI|2016|1|4.7
17227|AYDIN ?ILDIR HAVAL?MANI|2016|2|5.1
17227|AYDIN ?ILDIR HAVAL?MANI|2016|3|5.5
17227|AYDIN ?ILDIR HAVAL?MANI|2016|4|8.8
17227|AYDIN ?ILDIR HAVAL?MANI|2016|5|7.7
17227|AYDIN ?ILDIR HAVAL?MANI|2016|6|10.7
17227|AYDIN ?ILDIR HAVAL?MANI|2016|7|11.8
17227|AYDIN ?ILDIR HAVAL?MANI|2016|8|10.3
17227|AYDIN ?ILDIR HAVAL?MANI|2016|9|8.8
17227|AYDIN ?ILDIR HAVAL?MANI|2016|10|7.3
17227|AYDIN ?ILDIR HAVAL?MANI|2016|11|5.7
17227|AYDIN ?ILDIR HAVAL?MANI|2016|12|5.5
17227|AYDIN ?ILDIR HAVAL?MANI|2016|13|7.7
17227|AYDIN ?ILDIR HAVAL?MANI|2017|1|4.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|2|4.8
17227|AYDIN ?ILDIR HAVAL?MANI|2017|3|5.8
17227|AYDIN ?ILDIR HAVAL?MANI|2017|4|7.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|5|6.5
17227|AYDIN ?ILDIR HAVAL?MANI|2017|6|9.1
17227|AYDIN ?ILDIR HAVAL?MANI|2017|7|9.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|13|6.7
17237|DEN?ZL?|1960|1|4.7
17237|DEN?ZL?|1960|2|4.4
17237|DEN?ZL?|1960|3|4.9
17237|DEN?ZL?|1960|4|6.6
17237|DEN?ZL?|1960|5|9.3
17237|DEN?ZL?|1960|6|10.7
17237|DEN?ZL?|1960|7|12.3
17237|DEN?ZL?|1960|8|11.9
17237|DEN?ZL?|1960|9|9.5
17237|DEN?ZL?|1960|10|8.3
17237|DEN?ZL?|1960|11|5.0
17237|DEN?ZL?|1960|12|3.0
17237|DEN?ZL?|1960|13|7.6
17237|DEN?ZL?|1961|1|3.2
17237|DEN?ZL?|1961|2|5.2
17237|DEN?ZL?|1961|3|6.9
17237|DEN?ZL?|1961|4|8.0
17237|DEN?ZL?|1961|5|9.2
17237|DEN?ZL?|1961|6|10.5
17237|DEN?ZL?|1961|7|11.8
17237|DEN?ZL?|1961|8|11.4
17237|DEN?ZL?|1961|9|10.1
17237|DEN?ZL?|1961|10|7.0
17237|DEN?ZL?|1961|11|5.3
17237|DEN?ZL?|1961|12|2.0
17237|DEN?ZL?|1961|13|7.6
17237|DEN?ZL?|1962|1|3.5
17237|DEN?ZL?|1962|2|4.4
17237|DEN?ZL?|1962|3|6.1
17237|DEN?ZL?|1962|4|7.5
17237|DEN?ZL?|1962|5|9.3
17237|DEN?ZL?|1962|6|11.2
17237|DEN?ZL?|1962|7|12.0
17237|DEN?ZL?|1962|8|11.0
17237|DEN?ZL?|1962|9|9.4
17237|DEN?ZL?|1962|10|5.4
17237|DEN?ZL?|1962|11|4.9
17237|DEN?ZL?|1962|12|2.6
17237|DEN?ZL?|1962|13|7.3
17237|DEN?ZL?|1963|1|2.5
17237|DEN?ZL?|1963|2|3.1
17237|DEN?ZL?|1963|3|5.9
17237|DEN?ZL?|1963|4|7.4
17237|DEN?ZL?|1963|5|6.9
17237|DEN?ZL?|1963|6|10.6
17237|DEN?ZL?|1963|7|11.2
17237|DEN?ZL?|1963|8|11.3
17237|DEN?ZL?|1963|9|9.7
17237|DEN?ZL?|1963|10|6.0
17237|DEN?ZL?|1963|11|6.7
17237|DEN?ZL?|1963|12|4.1
17237|DEN?ZL?|1963|13|7.1
17237|DEN?ZL?|1964|1|5.8
17237|DEN?ZL?|1964|2|3.9
17237|DEN?ZL?|1964|3|4.4
17237|DEN?ZL?|1964|4|9.7
17237|DEN?ZL?|1964|5|8.4
17237|DEN?ZL?|1964|6|10.4
17237|DEN?ZL?|1964|7|11.9
17237|DEN?ZL?|1964|8|11.4
17237|DEN?ZL?|1964|9|8.9
17237|DEN?ZL?|1964|10|8.8
17237|DEN?ZL?|1964|11|5.4
17237|DEN?ZL?|1964|12|3.9
17237|DEN?ZL?|1964|13|7.8
17237|DEN?ZL?|1965|1|3.9
17237|DEN?ZL?|1965|2|2.9
17237|DEN?ZL?|1965|3|4.9
17237|DEN?ZL?|1965|4|6.3
17237|DEN?ZL?|1965|5|8.4
17237|DEN?ZL?|1965|6|11.2
17237|DEN?ZL?|1965|7|12.2
17237|DEN?ZL?|1965|8|11.7
17237|DEN?ZL?|1965|9|10.2
17237|DEN?ZL?|1965|10|7.9
17237|DEN?ZL?|1965|11|5.8
17237|DEN?ZL?|1965|12|3.5
17237|DEN?ZL?|1965|13|7.4
17237|DEN?ZL?|1966|1|2.3
17237|DEN?ZL?|1966|2|5.7
17237|DEN?ZL?|1966|3|4.6
17237|DEN?ZL?|1966|4|6.3
17237|DEN?ZL?|1966|5|10.1
17237|DEN?ZL?|1966|6|11.4
17237|DEN?ZL?|1966|7|12.1
17237|DEN?ZL?|1966|8|11.0
17237|DEN?ZL?|1966|9|9.1
17237|DEN?ZL?|1966|10|7.9
17237|DEN?ZL?|1966|11|4.5
17237|DEN?ZL?|1966|12|3.2
17237|DEN?ZL?|1966|13|7.4
17237|DEN?ZL?|1967|1|4.0
17237|DEN?ZL?|1967|2|5.7
17237|DEN?ZL?|1967|3|5.6
17237|DEN?ZL?|1967|4|6.4
17237|DEN?ZL?|1967|5|8.1
17237|DEN?ZL?|1967|6|10.9
17237|DEN?ZL?|1967|7|11.5
17237|DEN?ZL?|1967|8|11.1
17237|DEN?ZL?|1967|9|9.0
17237|DEN?ZL?|1967|10|6.8
17237|DEN?ZL?|1967|11|6.0
17237|DEN?ZL?|1967|12|3.4
17237|DEN?ZL?|1967|13|7.4
17237|DEN?ZL?|1968|1|4.3
17237|DEN?ZL?|1968|2|5.1
17237|DEN?ZL?|1968|3|5.9
17237|DEN?ZL?|1968|4|7.1
17237|DEN?ZL?|1968|5|10.5
17237|DEN?ZL?|1968|6|9.8
17237|DEN?ZL?|1968|7|12.5
17237|DEN?ZL?|1968|8|10.8
17237|DEN?ZL?|1968|9|9.1
17237|DEN?ZL?|1968|10|6.4
17237|DEN?ZL?|1968|11|4.5
17237|DEN?ZL?|1968|12|2.8
17237|DEN?ZL?|1968|13|7.4
17237|DEN?ZL?|1969|1|3.0
17237|DEN?ZL?|1969|2|4.3
17237|DEN?ZL?|1969|3|4.0
17237|DEN?ZL?|1969|4|6.8
17237|DEN?ZL?|1969|5|10.1
17237|DEN?ZL?|1969|6|10.5
17237|DEN?ZL?|1969|7|11.7
17237|DEN?ZL?|1969|8|11.7
17237|DEN?ZL?|1969|9|9.7
17237|DEN?ZL?|1969|10|7.4
17237|DEN?ZL?|1969|11|6.9
17237|DEN?ZL?|1969|12|2.8
17237|DEN?ZL?|1969|13|7.4
17237|DEN?ZL?|1970|1|3.0
17237|DEN?ZL?|1970|2|4.8
17237|DEN?ZL?|1970|3|4.8
17237|DEN?ZL?|1970|4|8.3
17237|DEN?ZL?|1970|5|10.0
17237|DEN?ZL?|1970|6|11.8
17237|DEN?ZL?|1970|7|11.6
17237|DEN?ZL?|1970|8|11.7
17237|DEN?ZL?|1970|9|9.9
17237|DEN?ZL?|1970|10|7.3
17237|DEN?ZL?|1970|11|6.1
17237|DEN?ZL?|1970|12|3.6
17237|DEN?ZL?|1970|13|7.8
17237|DEN?ZL?|1971|1|5.2
17237|DEN?ZL?|1971|2|4.3
17237|DEN?ZL?|1971|3|6.0
17237|DEN?ZL?|1971|4|6.4
17237|DEN?ZL?|1971|5|9.6
17237|DEN?ZL?|1971|6|11.9
17237|DEN?ZL?|1971|7|11.8
17237|DEN?ZL?|1971|8|11.3
17237|DEN?ZL?|1971|9|10.8
17237|DEN?ZL?|1971|10|7.7
17237|DEN?ZL?|1971|11|5.1
17237|DEN?ZL?|1971|12|4.8
17237|DEN?ZL?|1971|13|7.9
17237|DEN?ZL?|1972|1|4.4
17237|DEN?ZL?|1972|2|5.8
17237|DEN?ZL?|1972|3|7.6
17237|DEN?ZL?|1972|4|6.9
17237|DEN?ZL?|1972|5|10.0
17237|DEN?ZL?|1972|6|10.8
17237|DEN?ZL?|1972|7|11.7
17237|DEN?ZL?|1972|8|11.4
17237|DEN?ZL?|1972|9|9.7
17237|DEN?ZL?|1972|10|5.3
17237|DEN?ZL?|1972|11|6.9
17237|DEN?ZL?|1972|12|6.9
17237|DEN?ZL?|1972|13|8.1
17237|DEN?ZL?|1973|1|4.3
17237|DEN?ZL?|1973|2|4.5
17237|DEN?ZL?|1973|3|6.5
17237|DEN?ZL?|1973|4|7.6
17237|DEN?ZL?|1973|5|11.6
17237|DEN?ZL?|1973|6|12.0
17237|DEN?ZL?|1973|7|12.5
17237|DEN?ZL?|1973|8|11.9
17237|DEN?ZL?|1973|9|10.9
17237|DEN?ZL?|1973|10|7.2
17237|DEN?ZL?|1973|11|6.3
17237|DEN?ZL?|1973|12|4.4
17237|DEN?ZL?|1973|13|8.3
17237|DEN?ZL?|1974|1|5.2
17237|DEN?ZL?|1974|2|4.7
17237|DEN?ZL?|1974|3|5.8
17237|DEN?ZL?|1974|4|6.8
17237|DEN?ZL?|1974|5|9.6
17237|DEN?ZL?|1974|6|11.9
17237|DEN?ZL?|1974|7|13.0
17237|DEN?ZL?|1974|8|10.6
17237|DEN?ZL?|1974|9|10.5
17237|DEN?ZL?|1974|10|8.0
17237|DEN?ZL?|1974|11|4.5
17237|DEN?ZL?|1974|12|4.8
17237|DEN?ZL?|1974|13|8.0
17237|DEN?ZL?|1975|1|5.1
17237|DEN?ZL?|1975|2|3.4
17237|DEN?ZL?|1975|3|6.6
17237|DEN?ZL?|1975|4|5.6
17237|DEN?ZL?|1975|5|8.8
17237|DEN?ZL?|1975|6|9.7
17237|DEN?ZL?|1975|7|12.4
17237|DEN?ZL?|1975|8|10.8
17237|DEN?ZL?|1975|9|10.3
17237|DEN?ZL?|1975|10|8.1
17237|DEN?ZL?|1975|11|5.8
17237|DEN?ZL?|1975|12|4.5
17237|DEN?ZL?|1975|13|7.6
17237|DEN?ZL?|1976|1|4.5
17237|DEN?ZL?|1976|2|5.5
17237|DEN?ZL?|1976|3|5.6
17237|DEN?ZL?|1976|4|6.9
17237|DEN?ZL?|1976|5|8.6
17237|DEN?ZL?|1976|6|11.9
17237|DEN?ZL?|1976|7|12.0
17237|DEN?ZL?|1976|8|11.5
17237|DEN?ZL?|1976|9|10.8
17237|DEN?ZL?|1976|10|6.3
17237|DEN?ZL?|1976|11|4.8
17237|DEN?ZL?|1976|12|3.9
17237|DEN?ZL?|1976|13|7.7
17237|DEN?ZL?|1977|1|4.4
17237|DEN?ZL?|1977|2|4.6
17237|DEN?ZL?|1977|3|6.1
17237|DEN?ZL?|1977|4|7.0
17237|DEN?ZL?|1977|5|11.2
17237|DEN?ZL?|1977|6|11.4
17237|DEN?ZL?|1977|7|12.2
17237|DEN?ZL?|1977|8|11.8
17237|DEN?ZL?|1977|9|8.3
17237|DEN?ZL?|1977|10|7.7
17237|DEN?ZL?|1977|11|5.5
17237|DEN?ZL?|1977|12|3.1
17237|DEN?ZL?|1977|13|7.8
17237|DEN?ZL?|1978|1|3.6
17237|DEN?ZL?|1978|2|3.6
17237|DEN?ZL?|1978|3|5.4
17237|DEN?ZL?|1978|4|6.6
17237|DEN?ZL?|1978|5|10.1
17237|DEN?ZL?|1978|6|11.9
17237|DEN?ZL?|1978|7|12.4
17237|DEN?ZL?|1978|8|11.8
17237|DEN?ZL?|1978|9|8.8
17237|DEN?ZL?|1978|10|6.2
17237|DEN?ZL?|1978|11|7.1
17237|DEN?ZL?|1978|12|4.1
17237|DEN?ZL?|1978|13|7.6
17237|DEN?ZL?|1979|1|2.2
17237|DEN?ZL?|1979|2|5.0
17237|DEN?ZL?|1979|3|6.2
17237|DEN?ZL?|1979|4|7.6
17237|DEN?ZL?|1979|5|7.7
17237|DEN?ZL?|1979|6|10.8
17237|DEN?ZL?|1979|7|12.2
17237|DEN?ZL?|1979|8|11.3
17237|DEN?ZL?|1979|9|10.3
17237|DEN?ZL?|1979|10|5.5
17237|DEN?ZL?|1979|11|4.5
17237|DEN?ZL?|1979|12|3.6
17237|DEN?ZL?|1979|13|7.2
17237|DEN?ZL?|1980|1|3.3
17237|DEN?ZL?|1980|2|3.1
17237|DEN?ZL?|1980|3|4.9
17237|DEN?ZL?|1980|4|6.3
17237|DEN?ZL?|1980|5|7.6
17237|DEN?ZL?|1980|6|11.4
17237|DEN?ZL?|1980|7|12.6
17237|DEN?ZL?|1980|8|11.4
17237|DEN?ZL?|1980|9|10.0
17237|DEN?ZL?|1980|10|6.8
17237|DEN?ZL?|1980|11|5.3
17237|DEN?ZL?|1980|12|3.9
17237|DEN?ZL?|1980|13|7.2
17237|DEN?ZL?|1981|1|1.9
17237|DEN?ZL?|1981|2|3.7
17237|DEN?ZL?|1981|3|5.7
17237|DEN?ZL?|1981|4|8.2
17237|DEN?ZL?|1981|5|8.7
17237|DEN?ZL?|1981|6|11.0
17237|DEN?ZL?|1981|7|11.8
17237|DEN?ZL?|1981|8|11.4
17237|DEN?ZL?|1981|9|9.6
17237|DEN?ZL?|1981|10|7.6
17237|DEN?ZL?|1981|11|4.7
17237|DEN?ZL?|1981|12|2.2
17237|DEN?ZL?|1981|13|7.2
17237|DEN?ZL?|1982|1|3.5
17237|DEN?ZL?|1982|2|4.1
17237|DEN?ZL?|1982|3|5.4
17237|DEN?ZL?|1982|4|5.5
17237|DEN?ZL?|1982|5|8.8
17237|DEN?ZL?|1982|6|11.1
17237|DEN?ZL?|1982|7|11.7
17237|DEN?ZL?|1982|8|10.8
17237|DEN?ZL?|1982|9|9.7
17237|DEN?ZL?|1982|10|7.6
17237|DEN?ZL?|1982|11|5.2
17237|DEN?ZL?|1982|12|3.9
17237|DEN?ZL?|1982|13|7.3
17237|DEN?ZL?|1983|1|4.2
17237|DEN?ZL?|1983|2|3.3
17237|DEN?ZL?|1983|3|6.2
17237|DEN?ZL?|1983|4|7.1
17237|DEN?ZL?|1983|5|9.1
17237|DEN?ZL?|1983|6|10.6
17237|DEN?ZL?|1983|7|10.4
17237|DEN?ZL?|1983|8|11.1
17237|DEN?ZL?|1983|9|9.2
17237|DEN?ZL?|1983|10|7.4
17237|DEN?ZL?|1983|11|2.6
17237|DEN?ZL?|1983|12|3.6
17237|DEN?ZL?|1983|13|7.1
17237|DEN?ZL?|1984|1|3.7
17237|DEN?ZL?|1984|2|4.2
17237|DEN?ZL?|1984|3|3.7
17237|DEN?ZL?|1984|4|5.5
17237|DEN?ZL?|1984|5|9.5
17237|DEN?ZL?|1984|6|11.9
17237|DEN?ZL?|1984|7|11.3
17237|DEN?ZL?|1984|8|10.9
17237|DEN?ZL?|1984|9|9.1
17237|DEN?ZL?|1984|10|8.2
17237|DEN?ZL?|1984|11|4.0
17237|DEN?ZL?|1984|12|4.5
17237|DEN?ZL?|1984|13|7.2
17237|DEN?ZL?|1985|1|2.7
17237|DEN?ZL?|1985|2|4.0
17237|DEN?ZL?|1985|3|5.7
17237|DEN?ZL?|1985|4|7.3
17237|DEN?ZL?|1985|5|8.4
17237|DEN?ZL?|1985|6|12.4
17237|DEN?ZL?|1985|7|12.5
17237|DEN?ZL?|1985|8|11.1
17237|DEN?ZL?|1985|9|9.9
17237|DEN?ZL?|1985|10|6.4
17237|DEN?ZL?|1985|11|4.0
17237|DEN?ZL?|1985|12|3.5
17237|DEN?ZL?|1985|13|7.4
17237|DEN?ZL?|1986|1|3.0
17237|DEN?ZL?|1986|2|3.4
17237|DEN?ZL?|1986|3|5.5
17237|DEN?ZL?|1986|4|9.5
17237|DEN?ZL?|1986|5|9.4
17237|DEN?ZL?|1986|6|10.4
17237|DEN?ZL?|1986|7|12.5
17237|DEN?ZL?|1986|8|11.0
17237|DEN?ZL?|1986|9|8.0
17237|DEN?ZL?|1986|10|6.9
17237|DEN?ZL?|1986|11|5.9
17237|DEN?ZL?|1986|12|3.7
17237|DEN?ZL?|1986|13|7.5
17237|DEN?ZL?|1987|1|3.1
17237|DEN?ZL?|1987|2|3.8
17237|DEN?ZL?|1987|3|5.5
17237|DEN?ZL?|1987|4|5.7
17237|DEN?ZL?|1987|5|8.7
17237|DEN?ZL?|1987|6|11.8
17237|DEN?ZL?|1987|7|11.6
17237|DEN?ZL?|1987|8|11.6
17237|DEN?ZL?|1987|9|9.0
17237|DEN?ZL?|1987|10|6.2
17237|DEN?ZL?|1987|11|3.7
17237|DEN?ZL?|1987|12|2.3
17237|DEN?ZL?|1987|13|6.9
17237|DEN?ZL?|1988|1|3.8
17237|DEN?ZL?|1988|2|3.4
17237|DEN?ZL?|1988|3|4.7
17237|DEN?ZL?|1988|4|5.5
17237|DEN?ZL?|1988|5|9.2
17237|DEN?ZL?|1988|6|11.1
17237|DEN?ZL?|1988|7|12.2
17237|DEN?ZL?|1988|8|11.2
17237|DEN?ZL?|1988|9|10.0
17237|DEN?ZL?|1988|10|6.2
17237|DEN?ZL?|1988|11|3.4
17237|DEN?ZL?|1988|12|2.9
17237|DEN?ZL?|1988|13|7.0
17237|DEN?ZL?|1989|1|6.4
17237|DEN?ZL?|1989|2|6.5
17237|DEN?ZL?|1989|3|6.4
17237|DEN?ZL?|1989|4|8.4
17237|DEN?ZL?|1989|5|9.3
17237|DEN?ZL?|1989|6|11.3
17237|DEN?ZL?|1989|7|11.9
17237|DEN?ZL?|1989|8|11.3
17237|DEN?ZL?|1989|9|10.2
17237|DEN?ZL?|1989|10|6.1
17237|DEN?ZL?|1989|11|3.1
17237|DEN?ZL?|1989|12|3.9
17237|DEN?ZL?|1989|13|7.9
17237|DEN?ZL?|1990|1|4.9
17237|DEN?ZL?|1990|2|5.2
17237|DEN?ZL?|1990|3|8.7
17237|DEN?ZL?|1990|4|7.3
17237|DEN?ZL?|1990|5|9.0
17237|DEN?ZL?|1990|6|11.7
17237|DEN?ZL?|1990|7|12.0
17237|DEN?ZL?|1990|8|11.2
17237|DEN?ZL?|1990|9|9.3
17237|DEN?ZL?|1990|10|6.5
17237|DEN?ZL?|1990|11|4.7
17237|DEN?ZL?|1990|12|3.2
17237|DEN?ZL?|1990|13|7.8
17237|DEN?ZL?|1991|1|3.8
17237|DEN?ZL?|1991|2|3.3
17237|DEN?ZL?|1991|3|5.6
17237|DEN?ZL?|1991|4|6.4
17237|DEN?ZL?|1991|5|6.7
17237|DEN?ZL?|1991|6|11.8
17237|DEN?ZL?|1991|7|11.5
17237|DEN?ZL?|1991|8|10.6
17237|DEN?ZL?|1991|9|9.5
17237|DEN?ZL?|1991|10|5.4
17237|DEN?ZL?|1991|11|4.7
17237|DEN?ZL?|1991|12|2.4
17237|DEN?ZL?|1991|13|6.8
17237|DEN?ZL?|1992|1|5.3
17237|DEN?ZL?|1992|2|5.8
17237|DEN?ZL?|1992|3|5.4
17237|DEN?ZL?|1992|4|7.9
17237|DEN?ZL?|1992|5|8.1
17237|DEN?ZL?|1992|6|10.1
17237|DEN?ZL?|1992|7|11.4
17237|DEN?ZL?|1992|8|11.4
17237|DEN?ZL?|1992|9|10.3
17237|DEN?ZL?|1992|10|7.1
17237|DEN?ZL?|1992|11|4.8
17237|DEN?ZL?|1992|12|3.5
17237|DEN?ZL?|1992|13|7.6
17237|DEN?ZL?|1993|1|4.1
17237|DEN?ZL?|1993|2|4.7
17237|DEN?ZL?|1993|3|7.6
17237|DEN?ZL?|1993|4|7.3
17237|DEN?ZL?|1993|5|7.9
17237|DEN?ZL?|1993|6|11.6
17237|DEN?ZL?|1993|7|12.5
17237|DEN?ZL?|1993|8|11.6
17237|DEN?ZL?|1993|9|10.3
17237|DEN?ZL?|1993|10|7.5
17237|DEN?ZL?|1993|11|4.6
17237|DEN?ZL?|1993|12|3.8
17237|DEN?ZL?|1993|13|7.8
17237|DEN?ZL?|1994|1|3.9
17237|DEN?ZL?|1994|2|5.1
17237|DEN?ZL?|1994|3|7.8
17237|DEN?ZL?|1994|4|7.8
17237|DEN?ZL?|1994|5|9.9
17237|DEN?ZL?|1994|6|11.6
17237|DEN?ZL?|1994|7|10.9
17237|DEN?ZL?|1994|8|11.3
17237|DEN?ZL?|1994|9|9.9
17237|DEN?ZL?|1994|10|6.0
17237|DEN?ZL?|1994|11|5.9
17237|DEN?ZL?|1994|12|4.1
17237|DEN?ZL?|1994|13|8.1
17237|DEN?ZL?|1995|1|3.4
17237|DEN?ZL?|1995|2|5.7
17237|DEN?ZL?|1995|3|5.5
17237|DEN?ZL?|1995|4|7.4
17237|DEN?ZL?|1995|5|9.4
17237|DEN?ZL?|1995|6|11.6
17237|DEN?ZL?|1995|7|11.5
17237|DEN?ZL?|1995|8|11.1
17237|DEN?ZL?|1995|9|9.1
17237|DEN?ZL?|1995|10|7.3
17237|DEN?ZL?|1995|11|4.2
17237|DEN?ZL?|1995|12|3.5
17237|DEN?ZL?|1995|13|7.5
17237|DEN?ZL?|1996|1|3.2
17237|DEN?ZL?|1996|2|3.8
17237|DEN?ZL?|1996|3|4.1
17237|DEN?ZL?|1996|4|7.5
17237|DEN?ZL?|1996|5|9.8
17237|DEN?ZL?|1996|6|12.3
17237|DEN?ZL?|1996|7|11.9
17237|DEN?ZL?|1996|8|11.5
17237|DEN?ZL?|1996|9|8.0
17237|DEN?ZL?|1996|10|6.8
17237|DEN?ZL?|1996|11|6.2
17237|DEN?ZL?|1996|12|2.8
17237|DEN?ZL?|1996|13|7.3
17237|DEN?ZL?|1997|1|4.9
17237|DEN?ZL?|1997|2|5.4
17237|DEN?ZL?|1997|3|6.8
17237|DEN?ZL?|1997|4|5.3
17237|DEN?ZL?|1997|5|10.4
17237|DEN?ZL?|1997|6|10.3
17237|DEN?ZL?|1997|7|12.0
17237|DEN?ZL?|1997|8|9.7
17237|DEN?ZL?|1997|9|9.4
17237|DEN?ZL?|1997|10|5.0
17237|DEN?ZL?|1997|11|5.0
17237|DEN?ZL?|1997|12|3.0
17237|DEN?ZL?|1997|13|7.3
17237|DEN?ZL?|1998|1|3.9
17237|DEN?ZL?|1998|2|6.0
17237|DEN?ZL?|1998|3|4.3
17237|DEN?ZL?|1998|4|7.8
17237|DEN?ZL?|1998|5|7.4
17237|DEN?ZL?|1998|6|11.7
17237|DEN?ZL?|1998|7|12.5
17237|DEN?ZL?|1998|8|11.6
17237|DEN?ZL?|1998|9|9.0
17237|DEN?ZL?|1998|10|7.1
17237|DEN?ZL?|1998|11|4.6
17237|DEN?ZL?|1998|12|2.4
17237|DEN?ZL?|1998|13|7.4
17237|DEN?ZL?|1999|1|3.9
17237|DEN?ZL?|1999|2|4.7
17237|DEN?ZL?|1999|3|6.1
17237|DEN?ZL?|1999|4|8.6
17237|DEN?ZL?|1999|5|10.4
17237|DEN?ZL?|1999|6|11.4
17237|DEN?ZL?|1999|7|11.6
17237|DEN?ZL?|1999|8|10.8
17237|DEN?ZL?|1999|9|9.1
