Istasyon_No|Istasyon_Adi|YIL|AY|AYLIK_TOPLAM_YAGIS_mm_Manuel
17237|DEN?ZL?|2013|2|112.7
17237|DEN?ZL?|2013|3|33.8
17237|DEN?ZL?|2013|4|59.2
17237|DEN?ZL?|2013|5|22.3
17237|DEN?ZL?|2013|6|8.9
17237|DEN?ZL?|2013|7|7.6
17237|DEN?ZL?|2013|8|2.8
17237|DEN?ZL?|2013|9|0.2
17237|DEN?ZL?|2013|10|57.0
17237|DEN?ZL?|2013|11|78.6
17237|DEN?ZL?|2013|12|21.0
17237|DEN?ZL?|2013|13|528.7
17237|DEN?ZL?|2014|1|60.5
17237|DEN?ZL?|2014|2|11.8
17237|DEN?ZL?|2014|3|41.5
17237|DEN?ZL?|2014|4|34.1
17237|DEN?ZL?|2014|5|66.8
17237|DEN?ZL?|2014|6|100.9
17237|DEN?ZL?|2014|7|2.8
17237|DEN?ZL?|2014|8|8.4
17237|DEN?ZL?|2014|9|47.3
17237|DEN?ZL?|2014|10|65.3
17237|DEN?ZL?|2014|11|29.5
17237|DEN?ZL?|2014|12|137.4
17237|DEN?ZL?|2014|13|606.3
17237|DEN?ZL?|2015|1|187.5
17237|DEN?ZL?|2015|2|111.9
17237|DEN?ZL?|2015|3|151.4
17237|DEN?ZL?|2015|4|45.7
17237|DEN?ZL?|2015|5|65.6
17237|DEN?ZL?|2015|6|71.6
17237|DEN?ZL?|2015|7|5.0
17237|DEN?ZL?|2015|8|17.9
17237|DEN?ZL?|2015|9|20.7
17237|DEN?ZL?|2015|10|32.2
17237|DEN?ZL?|2015|11|26.3
17237|DEN?ZL?|2015|12|0.2
17237|DEN?ZL?|2015|13|736.0
17237|DEN?ZL?|2016|1|93.8
17237|DEN?ZL?|2016|2|15.4
17237|DEN?ZL?|2016|3|78.4
17237|DEN?ZL?|2016|4|5.4
17237|DEN?ZL?|2016|5|68.3
17237|DEN?ZL?|2016|6|11.6
17237|DEN?ZL?|2016|7|3.8
17237|DEN?ZL?|2016|8|22.7
17237|DEN?ZL?|2016|9|71.6
17237|DEN?ZL?|2016|10|0.0
17237|DEN?ZL?|2016|11|61.6
17237|DEN?ZL?|2016|12|47.8
17237|DEN?ZL?|2016|13|480.4
17237|DEN?ZL?|2017|1|169.1
17237|DEN?ZL?|2017|2|0.4
17237|DEN?ZL?|2017|3|42.3
17237|DEN?ZL?|2017|4|57.7
17237|DEN?ZL?|2017|5|56.5
17237|DEN?ZL?|2017|6|14.9
17237|DEN?ZL?|2017|7|0.5
17237|DEN?ZL?|2017|8|25.0
17237|DEN?ZL?|2017|10|73.2
17237|DEN?ZL?|2017|11|45.5
17237|DEN?ZL?|2017|12|43.4
17237|DEN?ZL?|2017|13|528.5
17237|DEN?ZL?|2018|1|60.9
17237|DEN?ZL?|2018|2|43.6
17237|DEN?ZL?|2018|3|72.4
17237|DEN?ZL?|2018|4|2.1
17237|DEN?ZL?|2018|5|61.0
17237|DEN?ZL?|2018|6|154.2
17237|DEN?ZL?|2018|7|13.1
17237|DEN?ZL?|2018|8|15.4
17237|DEN?ZL?|2018|9|0.7
17237|DEN?ZL?|2018|10|45.0
17237|DEN?ZL?|2018|11|68.3
17237|DEN?ZL?|2018|12|106.4
17237|DEN?ZL?|2018|13|643.1
17237|DEN?ZL?|2019|1|124.9
17237|DEN?ZL?|2019|2|32.6
17237|DEN?ZL?|2019|3|19.1
17237|DEN?ZL?|2019|4|27.8
17237|DEN?ZL?|2019|5|10.1
17237|DEN?ZL?|2019|6|36.2
17237|DEN?ZL?|2019|7|9.7
17237|DEN?ZL?|2019|8|0.7
17237|DEN?ZL?|2019|9|24.9
17237|DEN?ZL?|2019|10|11.2
17237|DEN?ZL?|2019|11|18.6
17237|DEN?ZL?|2019|12|109.1
17237|DEN?ZL?|2019|13|424.9
17237|DEN?ZL?|2020|1|41.4
17237|DEN?ZL?|2020|2|57.6
17237|DEN?ZL?|2020|3|49.7
17237|DEN?ZL?|2020|4|32.2
17237|DEN?ZL?|2020|5|72.0
17237|DEN?ZL?|2020|6|17.5
17237|DEN?ZL?|2020|7|3.2
17237|DEN?ZL?|2020|8|7.4
17237|DEN?ZL?|2020|9|36.8
17237|DEN?ZL?|2020|10|44.1
17237|DEN?ZL?|2020|11|24.3
17237|DEN?ZL?|2020|12|30.8
17237|DEN?ZL?|2020|13|417.0
17237|DEN?ZL?|2021|1|87.9
17237|DEN?ZL?|2021|2|11.8
17237|DEN?ZL?|2021|3|77.3
17237|DEN?ZL?|2021|4|10.7
17237|DEN?ZL?|2021|6|20.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|1|25.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|2|12.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|3|37.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|4|35.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|5|54.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|6|43.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|7|3.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|8|25.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|9|52.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|10|29.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|11|29.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|12|29.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|13|379.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|1|76.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|2|54.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|3|89.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|4|30.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|5|46.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|6|49.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|7|33.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|8|31.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|9|2.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|10|8.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|11|10.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|12|0.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|13|434.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|1|48.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|2|8.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|3|39.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|4|10.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|5|49.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|6|20.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|7|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|8|12.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|9|47.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|10|4.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|11|32.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|12|10.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|13|297.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|1|39.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|2|0.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|3|32.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|4|30.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|5|73.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|6|17.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|7|2.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|8|58.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|9|5.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|10|21.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|11|37.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|12|18.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|13|337.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|1|40.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|2|28.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|3|44.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|4|2.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|5|120.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|6|116.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|7|27.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|8|65.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|9|6.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|10|12.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|11|18.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|12|77.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|13|560.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|1|44.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|2|16.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|3|10.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|4|49.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|5|25.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|6|79.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|7|10.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|8|1.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|9|22.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|10|5.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|11|9.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|12|56.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|13|331.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|1|18.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|2|53.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|3|45.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|4|46.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|5|82.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|6|1.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|7|17.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|8|0.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|9|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|10|26.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|11|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|12|4.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|13|312.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|1|14.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|2|2.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|3|27.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|4|7.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|6|47.6
17296|FETH?YE|1960|1|136.6
17296|FETH?YE|1960|2|57.7
17296|FETH?YE|1960|3|119.9
17296|FETH?YE|1960|4|46.7
17296|FETH?YE|1960|5|15.5
17296|FETH?YE|1960|6|7.2
17296|FETH?YE|1960|9|18.3
17296|FETH?YE|1960|10|10.4
17296|FETH?YE|1960|11|122.3
17296|FETH?YE|1960|12|327.8
17296|FETH?YE|1960|13|862.4
17296|FETH?YE|1961|1|197.4
17296|FETH?YE|1961|2|239.1
17296|FETH?YE|1961|3|32.1
17296|FETH?YE|1961|4|41.4
17296|FETH?YE|1961|5|13.3
17296|FETH?YE|1961|6|5.1
17296|FETH?YE|1961|10|50.2
17296|FETH?YE|1961|11|47.6
17296|FETH?YE|1961|12|292.2
17296|FETH?YE|1961|13|918.4
17296|FETH?YE|1962|1|118.3
17296|FETH?YE|1962|2|169.8
17296|FETH?YE|1962|3|62.9
17296|FETH?YE|1962|4|18.2
17296|FETH?YE|1962|5|27.1
17296|FETH?YE|1962|6|0.0
17296|FETH?YE|1962|9|59.2
17296|FETH?YE|1962|10|108.2
17296|FETH?YE|1962|11|35.9
17296|FETH?YE|1962|12|451.2
17296|FETH?YE|1962|13|1050.8
17296|FETH?YE|1963|1|299.7
17296|FETH?YE|1963|2|284.3
17296|FETH?YE|1963|3|74.2
17296|FETH?YE|1963|4|25.3
17296|FETH?YE|1963|5|39.6
17296|FETH?YE|1963|7|22.7
17296|FETH?YE|1963|9|8.5
17296|FETH?YE|1963|10|110.8
17296|FETH?YE|1963|11|161.5
17296|FETH?YE|1963|12|29.9
17296|FETH?YE|1963|13|1056.5
17296|FETH?YE|1964|1|1.3
17296|FETH?YE|1964|2|135.3
17296|FETH?YE|1964|3|30.0
17296|FETH?YE|1964|4|4.9
17296|FETH?YE|1964|5|25.2
17296|FETH?YE|1964|6|0.0
17296|FETH?YE|1964|9|116.9
17296|FETH?YE|1964|10|28.2
17296|FETH?YE|1964|11|56.2
17296|FETH?YE|1964|12|183.1
17296|FETH?YE|1964|13|581.1
17296|FETH?YE|1965|1|216.9
17296|FETH?YE|1965|2|337.7
17296|FETH?YE|1965|3|100.1
17296|FETH?YE|1965|4|53.5
17296|FETH?YE|1965|5|58.7
17296|FETH?YE|1965|6|0.8
17296|FETH?YE|1965|10|120.6
17296|FETH?YE|1965|11|114.1
17296|FETH?YE|1965|12|214.0
17296|FETH?YE|1965|13|1216.4
17296|FETH?YE|1966|1|369.6
17296|FETH?YE|1966|2|43.3
17296|FETH?YE|1966|3|72.0
17296|FETH?YE|1966|4|44.4
17296|FETH?YE|1966|5|17.7
17296|FETH?YE|1966|6|0.3
17296|FETH?YE|1966|9|40.0
17296|FETH?YE|1966|10|3.5
17296|FETH?YE|1966|11|142.1
17296|FETH?YE|1966|12|381.5
17296|FETH?YE|1966|13|1114.4
17296|FETH?YE|1967|1|178.8
17296|FETH?YE|1967|2|78.6
17296|FETH?YE|1967|3|65.4
17296|FETH?YE|1967|4|119.8
17296|FETH?YE|1967|5|29.8
17296|FETH?YE|1967|6|1.4
17296|FETH?YE|1967|9|14.9
17296|FETH?YE|1967|10|77.3
17296|FETH?YE|1967|11|191.1
17296|FETH?YE|1967|12|272.0
17296|FETH?YE|1967|13|1029.1
17296|FETH?YE|1968|1|332.5
17296|FETH?YE|1968|2|85.3
17296|FETH?YE|1968|3|59.8
17296|FETH?YE|1968|4|39.5
17296|FETH?YE|1968|5|0.4
17296|FETH?YE|1968|6|5.1
17296|FETH?YE|1968|8|29.4
17296|FETH?YE|1968|9|57.7
17296|FETH?YE|1968|10|77.6
17296|FETH?YE|1968|11|302.8
17296|FETH?YE|1968|12|170.3
17296|FETH?YE|1968|13|1160.4
17296|FETH?YE|1969|1|171.0
17296|FETH?YE|1969|2|94.1
17296|FETH?YE|1969|3|119.2
17296|FETH?YE|1969|4|92.3
17296|FETH?YE|1969|5|19.3
17296|FETH?YE|1969|9|0.0
17296|FETH?YE|1969|10|19.9
17296|FETH?YE|1969|11|74.7
17296|FETH?YE|1969|12|437.3
17296|FETH?YE|1969|13|1027.8
17296|FETH?YE|1970|1|72.6
17296|FETH?YE|1970|2|232.7
17296|FETH?YE|1970|3|117.6
17296|FETH?YE|1970|4|28.5
17296|FETH?YE|1970|5|14.2
17296|FETH?YE|1970|6|2.3
17296|FETH?YE|1970|7|3.9
17296|FETH?YE|1970|9|5.7
17296|FETH?YE|1970|10|71.9
17296|FETH?YE|1970|11|73.5
17296|FETH?YE|1970|12|126.7
17296|FETH?YE|1970|13|749.6
17296|FETH?YE|1971|1|77.8
17296|FETH?YE|1971|2|256.1
17296|FETH?YE|1971|3|130.9
17296|FETH?YE|1971|4|17.7
17296|FETH?YE|1971|5|54.7
17296|FETH?YE|1971|6|4.0
17296|FETH?YE|1971|8|3.5
17296|FETH?YE|1971|9|3.4
17296|FETH?YE|1971|10|14.3
17296|FETH?YE|1971|11|85.2
17296|FETH?YE|1971|12|47.2
17296|FETH?YE|1971|13|694.8
17296|FETH?YE|1972|1|47.0
17296|FETH?YE|1972|2|165.2
17296|FETH?YE|1972|3|43.8
17296|FETH?YE|1972|4|14.9
17296|FETH?YE|1972|5|43.4
17296|FETH?YE|1972|6|9.8
17296|FETH?YE|1972|7|0.0
17296|FETH?YE|1972|8|3.7
17296|FETH?YE|1972|9|17.9
17296|FETH?YE|1972|10|154.1
17296|FETH?YE|1972|11|32.5
17296|FETH?YE|1972|12|3.3
17296|FETH?YE|1972|13|535.6
17296|FETH?YE|1973|1|74.3
17296|FETH?YE|1973|2|221.3
17296|FETH?YE|1973|3|12.4
17296|FETH?YE|1973|4|31.1
17296|FETH?YE|1973|5|0.8
17296|FETH?YE|1973|6|10.5
17296|FETH?YE|1973|9|4.8
17296|FETH?YE|1973|10|71.8
17296|FETH?YE|1973|11|58.3
17296|FETH?YE|1973|12|79.2
17296|FETH?YE|1973|13|564.5
17296|FETH?YE|1974|1|170.0
17296|FETH?YE|1974|2|97.1
17296|FETH?YE|1974|3|46.5
17296|FETH?YE|1974|4|28.0
17296|FETH?YE|1974|5|48.5
17296|FETH?YE|1974|8|0.0
17296|FETH?YE|1974|9|45.8
17296|FETH?YE|1974|10|84.6
17296|FETH?YE|1974|11|264.3
17296|FETH?YE|1974|12|253.7
17296|FETH?YE|1974|13|1038.5
17296|FETH?YE|1975|1|233.0
17296|FETH?YE|1975|2|118.5
17296|FETH?YE|1975|3|54.1
17296|FETH?YE|1975|4|56.1
17296|FETH?YE|1975|5|34.8
17296|FETH?YE|1975|6|18.0
17296|FETH?YE|1975|9|1.0
17296|FETH?YE|1975|10|68.2
17296|FETH?YE|1975|11|185.3
17296|FETH?YE|1975|12|78.2
17296|FETH?YE|1975|13|847.2
17296|FETH?YE|1976|1|167.8
17296|FETH?YE|1976|2|85.0
17296|FETH?YE|1976|3|73.5
17296|FETH?YE|1976|4|123.3
17296|FETH?YE|1976|5|31.6
17296|FETH?YE|1976|6|2.8
17296|FETH?YE|1976|7|15.8
17296|FETH?YE|1976|10|65.9
17296|FETH?YE|1976|11|81.9
17296|FETH?YE|1976|12|250.5
17296|FETH?YE|1976|13|898.1
17296|FETH?YE|1977|1|82.3
17296|FETH?YE|1977|2|71.6
17296|FETH?YE|1977|3|43.7
17296|FETH?YE|1977|4|46.4
17296|FETH?YE|1977|5|11.0
17296|FETH?YE|1977|6|2.6
17296|FETH?YE|1977|7|0.0
17296|FETH?YE|1977|9|2.2
17296|FETH?YE|1977|10|8.8
17296|FETH?YE|1977|11|44.3
17296|FETH?YE|1977|12|117.3
17296|FETH?YE|1977|13|430.2
17296|FETH?YE|1978|1|268.2
17296|FETH?YE|1978|2|266.5
17296|FETH?YE|1978|3|101.7
17296|FETH?YE|1978|4|47.4
17296|FETH?YE|1978|5|1.9
17296|FETH?YE|1978|6|2.4
17296|FETH?YE|1978|9|15.8
17296|FETH?YE|1978|10|198.1
17296|FETH?YE|1978|11|36.2
17296|FETH?YE|1978|12|185.0
17296|FETH?YE|1978|13|1123.2
17296|FETH?YE|1979|1|346.0
17296|FETH?YE|1979|2|79.7
17296|FETH?YE|1979|3|63.4
17296|FETH?YE|1979|4|3.1
17296|FETH?YE|1979|5|46.5
17296|FETH?YE|1979|6|11.0
17296|FETH?YE|1979|10|123.8
17296|FETH?YE|1979|11|110.0
17296|FETH?YE|1979|12|199.3
17296|FETH?YE|1979|13|982.8
17296|FETH?YE|1980|1|201.1
17296|FETH?YE|1980|2|63.5
17296|FETH?YE|1980|3|182.6
17296|FETH?YE|1980|4|27.5
17296|FETH?YE|1980|5|61.8
17296|FETH?YE|1980|10|19.2
17296|FETH?YE|1980|11|104.7
17296|FETH?YE|1980|12|254.7
17296|FETH?YE|1980|13|915.1
17296|FETH?YE|1981|1|474.5
17296|FETH?YE|1981|2|132.1
17296|FETH?YE|1981|3|65.3
17296|FETH?YE|1981|4|16.0
17296|FETH?YE|1981|5|23.6
17296|FETH?YE|1981|6|1.4
17296|FETH?YE|1981|9|0.2
17296|FETH?YE|1981|10|20.2
17296|FETH?YE|1981|11|83.9
17296|FETH?YE|1981|12|323.4
17296|FETH?YE|1981|13|1140.6
17296|FETH?YE|1982|1|238.3
17296|FETH?YE|1982|2|46.4
17296|FETH?YE|1982|3|163.1
17296|FETH?YE|1982|4|44.1
17296|FETH?YE|1982|5|15.2
17296|FETH?YE|1982|6|8.0
17296|FETH?YE|1982|9|0.0
17296|FETH?YE|1982|10|54.8
17296|FETH?YE|1982|11|50.8
17296|FETH?YE|1982|12|179.6
17296|FETH?YE|1982|13|800.3
17296|FETH?YE|1983|1|144.5
17296|FETH?YE|1983|2|165.1
17296|FETH?YE|1983|3|98.5
17296|FETH?YE|1983|4|38.6
17296|FETH?YE|1983|5|1.3
17296|FETH?YE|1983|6|26.1
17296|FETH?YE|1983|7|1.5
17296|FETH?YE|1983|10|15.8
17296|FETH?YE|1983|11|179.0
17296|FETH?YE|1983|12|286.4
17296|FETH?YE|1983|13|956.8
17296|FETH?YE|1984|1|184.6
17296|FETH?YE|1984|2|197.1
17296|FETH?YE|1984|3|121.5
17296|FETH?YE|1984|4|111.6
17296|FETH?YE|1984|5|0.2
17296|FETH?YE|1984|11|187.9
17296|FETH?YE|1984|12|76.5
17296|FETH?YE|1984|13|879.4
17296|FETH?YE|1985|1|249.9
17296|FETH?YE|1985|2|130.2
17296|FETH?YE|1985|3|47.1
17296|FETH?YE|1985|4|10.9
17296|FETH?YE|1985|5|9.3
17296|FETH?YE|1985|10|100.6
17296|FETH?YE|1985|11|156.8
17296|FETH?YE|1985|12|62.7
17296|FETH?YE|1985|13|767.5
17296|FETH?YE|1986|1|199.4
17296|FETH?YE|1986|2|146.5
17296|FETH?YE|1986|3|5.8
17296|FETH?YE|1986|4|17.4
17296|FETH?YE|1986|5|22.4
17296|FETH?YE|1986|6|0.7
17296|FETH?YE|1986|8|1.5
17296|FETH?YE|1986|9|33.3
17296|FETH?YE|1986|10|57.1
17296|FETH?YE|1986|11|28.8
17296|FETH?YE|1986|12|169.1
17296|FETH?YE|1986|13|682.0
17296|FETH?YE|1987|1|174.4
17296|FETH?YE|1987|2|125.2
17296|FETH?YE|1987|3|179.5
17296|FETH?YE|1987|4|82.8
17296|FETH?YE|1987|5|47.3
17296|FETH?YE|1987|6|4.0
17296|FETH?YE|1987|10|0.6
17296|FETH?YE|1987|11|89.9
17296|FETH?YE|1987|12|78.4
17296|FETH?YE|1987|13|782.1
17296|FETH?YE|1988|1|93.5
17296|FETH?YE|1988|2|180.2
17296|FETH?YE|1988|3|261.5
17296|FETH?YE|1988|4|56.7
17296|FETH?YE|1988|5|1.3
17296|FETH?YE|1988|8|0.7
17296|FETH?YE|1988|10|43.5
17296|FETH?YE|1988|11|322.4
17296|FETH?YE|1988|12|146.1
17296|FETH?YE|1988|13|1105.9
17296|FETH?YE|1989|1|32.8
17296|FETH?YE|1989|2|19.9
17296|FETH?YE|1989|3|60.7
17296|FETH?YE|1989|5|12.1
17296|FETH?YE|1989|6|0.7
17296|FETH?YE|1989|7|3.2
17296|FETH?YE|1989|9|0.2
17296|FETH?YE|1989|10|83.6
17296|FETH?YE|1989|11|178.3
17296|FETH?YE|1989|12|125.1
17296|FETH?YE|1989|13|516.6
17296|FETH?YE|1990|1|13.6
17296|FETH?YE|1990|2|51.2
17296|FETH?YE|1990|3|29.1
17296|FETH?YE|1990|4|52.2
17296|FETH?YE|1990|5|1.8
17296|FETH?YE|1990|8|0.6
17296|FETH?YE|1990|9|24.3
17296|FETH?YE|1990|10|25.1
17296|FETH?YE|1990|11|30.7
17296|FETH?YE|1990|12|349.6
17296|FETH?YE|1990|13|578.2
17296|FETH?YE|1991|1|88.7
17296|FETH?YE|1991|2|54.7
17296|FETH?YE|1991|3|20.3
17296|FETH?YE|1991|4|32.9
17296|FETH?YE|1991|5|43.7
17296|FETH?YE|1991|6|0.1
17296|FETH?YE|1991|10|68.1
17296|FETH?YE|1991|11|64.5
17296|FETH?YE|1991|12|203.2
17296|FETH?YE|1991|13|576.2
17296|FETH?YE|1992|2|28.9
17296|FETH?YE|1992|3|126.7
17296|FETH?YE|1992|4|43.3
17296|FETH?YE|1992|5|21.9
17296|FETH?YE|1992|6|0.1
17296|FETH?YE|1992|7|0.2
17296|FETH?YE|1992|10|7.9
17296|FETH?YE|1992|11|71.7
17296|FETH?YE|1992|12|207.6
17296|FETH?YE|1992|13|508.3
17296|FETH?YE|1993|1|171.8
17296|FETH?YE|1993|2|108.2
17296|FETH?YE|1993|3|86.2
17296|FETH?YE|1993|4|28.1
17296|FETH?YE|1993|5|39.5
17296|FETH?YE|1993|6|2.0
17296|FETH?YE|1993|10|3.8
17296|FETH?YE|1993|11|78.9
17296|FETH?YE|1993|12|109.8
17296|FETH?YE|1993|13|628.3
17296|FETH?YE|1994|1|182.4
17296|FETH?YE|1994|2|134.5
17296|FETH?YE|1994|3|54.8
17296|FETH?YE|1994|4|16.8
17296|FETH?YE|1994|5|54.8
17296|FETH?YE|1994|6|2.6
17296|FETH?YE|1994|7|0.2
17296|FETH?YE|1994|9|0.4
17296|FETH?YE|1994|10|156.9
17296|FETH?YE|1994|11|184.2
17296|FETH?YE|1994|12|128.8
17296|FETH?YE|1994|13|916.4
17296|FETH?YE|1995|1|178.7
17296|FETH?YE|1995|2|31.7
17296|FETH?YE|1995|3|121.8
17296|FETH?YE|1995|4|40.3
17296|FETH?YE|1995|5|44.1
17296|FETH?YE|1995|7|1.6
17296|FETH?YE|1995|8|0.7
17296|FETH?YE|1995|9|22.8
17296|FETH?YE|1995|10|19.8
17296|FETH?YE|1995|11|116.2
17296|FETH?YE|1995|12|53.2
17296|FETH?YE|1995|13|630.9
17296|FETH?YE|1996|1|56.2
17296|FETH?YE|1996|2|165.8
17296|FETH?YE|1996|3|79.5
17296|FETH?YE|1996|4|16.9
17296|FETH?YE|1996|5|19.0
17296|FETH?YE|1996|9|46.8
17296|FETH?YE|1996|10|88.1
17296|FETH?YE|1996|11|31.2
17296|FETH?YE|1996|12|233.0
17296|FETH?YE|1996|13|736.5
17296|FETH?YE|1997|1|43.5
17296|FETH?YE|1997|2|19.2
17296|FETH?YE|1997|3|76.0
17296|FETH?YE|1997|4|109.1
17296|FETH?YE|1997|5|30.0
17296|FETH?YE|1997|6|2.7
17296|FETH?YE|1997|9|1.0
17296|FETH?YE|1997|10|209.9
17296|FETH?YE|1997|11|85.5
17296|FETH?YE|1997|12|305.3
17296|FETH?YE|1997|13|882.2
17296|FETH?YE|1998|1|71.7
17296|FETH?YE|1998|2|115.9
17296|FETH?YE|1998|3|90.8
17296|FETH?YE|1998|4|35.4
17296|FETH?YE|1998|5|18.4
17296|FETH?YE|1998|9|2.6
17296|FETH?YE|1998|10|42.8
17296|FETH?YE|1998|11|269.3
17296|FETH?YE|1998|12|357.2
17296|FETH?YE|1998|13|1004.1
17296|FETH?YE|1999|1|183.5
17296|FETH?YE|1999|2|276.2
17296|FETH?YE|1999|3|51.0
17296|FETH?YE|1999|4|29.1
17296|FETH?YE|1999|6|5.1
17296|FETH?YE|1999|8|0.2
17296|FETH?YE|1999|9|0.6
17296|FETH?YE|1999|10|3.8
