Istasyon_No|Istasyon_Adi|YIL|AY|AYLIK_TOPLAM_YAGIS_mm
17186|MAN?SA|2005|1|72.4
17186|MAN?SA|2005|2|203.2
17186|MAN?SA|2005|3|83.4
17186|MAN?SA|2005|4|29.6
17186|MAN?SA|2005|5|51.2
17186|MAN?SA|2005|6|61.2
17186|MAN?SA|2005|7|12.4
17186|MAN?SA|2005|8|7.6
17186|MAN?SA|2005|9|13.8
17186|MAN?SA|2005|10|9.2
17186|MAN?SA|2005|11|139.2
17186|MAN?SA|2005|12|86.8
17186|MAN?SA|2005|13|770.0
17186|MAN?SA|2006|1|87.6
17186|MAN?SA|2006|2|118.4
17186|MAN?SA|2006|3|135.4
17186|MAN?SA|2006|4|39.6
17186|MAN?SA|2006|5|3.6
17186|MAN?SA|2006|6|31.2
17186|MAN?SA|2006|7|5.0
17186|MAN?SA|2006|8|2.4
17186|MAN?SA|2006|9|51.0
17186|MAN?SA|2006|10|86.4
17186|MAN?SA|2006|11|41.2
17186|MAN?SA|2006|12|14.4
17186|MAN?SA|2006|13|616.2
17186|MAN?SA|2007|1|37.2
17186|MAN?SA|2007|2|29.4
17186|MAN?SA|2007|3|0.6
17186|MAN?SA|2007|4|1.4
17186|MAN?SA|2007|5|5.4
17186|MAN?SA|2007|6|26.4
17186|MAN?SA|2007|7|0.0
17186|MAN?SA|2007|8|0.0
17186|MAN?SA|2007|9|0.0
17186|MAN?SA|2007|10|33.6
17186|MAN?SA|2007|11|99.8
17186|MAN?SA|2007|12|111.0
17186|MAN?SA|2007|13|344.8
17186|MAN?SA|2008|1|27.2
17186|MAN?SA|2008|2|12.2
17186|MAN?SA|2008|3|80.6
17186|MAN?SA|2008|4|40.8
17186|MAN?SA|2008|5|10.4
17186|MAN?SA|2008|6|16.0
17186|MAN?SA|2008|7|0.0
17186|MAN?SA|2008|8|0.4
17186|MAN?SA|2008|9|45.8
17186|MAN?SA|2008|10|11.6
17186|MAN?SA|2008|11|79.0
17186|MAN?SA|2008|12|83.8
17186|MAN?SA|2008|13|407.8
17186|MAN?SA|2009|1|207.4
17186|MAN?SA|2009|2|209.4
17186|MAN?SA|2009|3|136.4
17186|MAN?SA|2009|4|66.2
17186|MAN?SA|2009|5|28.8
17186|MAN?SA|2009|6|7.2
17186|MAN?SA|2009|7|0.0
17186|MAN?SA|2009|8|0.0
17186|MAN?SA|2009|9|36.4
17186|MAN?SA|2009|10|29.2
17186|MAN?SA|2009|11|119.8
17186|MAN?SA|2009|12|131.6
17186|MAN?SA|2009|13|972.4
17186|MAN?SA|2010|1|160.8
17186|MAN?SA|2010|2|251.6
17186|MAN?SA|2010|3|27.2
17186|MAN?SA|2010|4|33.0
17186|MAN?SA|2010|5|45.8
17186|MAN?SA|2010|6|85.8
17186|MAN?SA|2010|7|0.0
17186|MAN?SA|2010|8|2.8
17186|MAN?SA|2010|9|24.0
17186|MAN?SA|2010|10|269.2
17186|MAN?SA|2010|11|47.0
17186|MAN?SA|2010|12|134.4
17186|MAN?SA|2010|13|1081.6
17186|MAN?SA|2011|1|96.6
17186|MAN?SA|2011|2|95.2
17186|MAN?SA|2011|3|21.0
17186|MAN?SA|2011|4|45.2
17186|MAN?SA|2011|5|48.4
17186|MAN?SA|2011|6|45.2
17186|MAN?SA|2011|7|0.0
17186|MAN?SA|2011|8|0.0
17186|MAN?SA|2011|9|9.0
17186|MAN?SA|2011|10|109.0
17186|MAN?SA|2011|11|4.2
17186|MAN?SA|2011|12|154.6
17186|MAN?SA|2011|13|628.4
17186|MAN?SA|2012|1|92.8
17186|MAN?SA|2012|2|143.0
17186|MAN?SA|2012|3|30.8
17186|MAN?SA|2012|4|78.6
17186|MAN?SA|2012|5|79.4
17186|MAN?SA|2012|6|11.8
17186|MAN?SA|2012|7|0.0
17186|MAN?SA|2012|8|0.0
17186|MAN?SA|2012|9|0.0
17186|MAN?SA|2012|10|19.2
17186|MAN?SA|2012|11|26.6
17186|MAN?SA|2012|12|176.0
17186|MAN?SA|2012|13|658.2
17186|MAN?SA|2013|1|232.0
17186|MAN?SA|2013|2|216.8
17186|MAN?SA|2013|3|76.4
17186|MAN?SA|2013|4|63.8
17186|MAN?SA|2013|5|36.8
17186|MAN?SA|2013|6|41.8
17186|MAN?SA|2013|7|0.0
17186|MAN?SA|2013|8|33.0
17186|MAN?SA|2013|9|9.0
17186|MAN?SA|2013|10|95.2
17186|MAN?SA|2013|11|103.0
17186|MAN?SA|2013|12|15.6
17186|MAN?SA|2013|13|923.4
17186|MAN?SA|2014|1|109.6
17186|MAN?SA|2014|2|17.0
17186|MAN?SA|2014|3|99.6
17186|MAN?SA|2014|4|163.2
17186|MAN?SA|2014|5|33.4
17186|MAN?SA|2014|6|59.6
17186|MAN?SA|2014|7|8.2
17186|MAN?SA|2014|8|14.0
17186|MAN?SA|2014|9|49.2
17186|MAN?SA|2014|10|65.2
17186|MAN?SA|2014|11|11.2
17186|MAN?SA|2014|12|216.3
17186|MAN?SA|2014|13|846.5
17186|MAN?SA|2015|1|176.9
17186|MAN?SA|2015|2|93.4
17186|MAN?SA|2015|3|74.6
17186|MAN?SA|2015|4|31.2
17186|MAN?SA|2015|5|47.4
17186|MAN?SA|2015|6|53.6
17186|MAN?SA|2015|7|0.2
17186|MAN?SA|2015|8|36.2
17186|MAN?SA|2015|9|5.2
17186|MAN?SA|2015|10|94.2
17186|MAN?SA|2015|11|115.9
17186|MAN?SA|2015|12|0.0
17186|MAN?SA|2015|13|728.8
17186|MAN?SA|2016|1|218.1
17186|MAN?SA|2016|2|89.3
17186|MAN?SA|2016|3|140.2
17186|MAN?SA|2016|4|11.2
17186|MAN?SA|2016|5|78.6
17186|MAN?SA|2016|6|27.0
17186|MAN?SA|2016|7|0.0
17186|MAN?SA|2016|8|0.0
17186|MAN?SA|2016|9|6.8
17186|MAN?SA|2016|10|0.2
17186|MAN?SA|2016|11|121.7
17186|MAN?SA|2016|12|31.8
17186|MAN?SA|2016|13|724.9
17186|MAN?SA|2017|1|256.9
17186|MAN?SA|2017|2|39.9
17186|MAN?SA|2017|3|75.4
17186|MAN?SA|2017|4|16.6
17186|MAN?SA|2017|5|47.8
17186|MAN?SA|2017|6|10.4
17186|MAN?SA|2017|7|0.2
17186|MAN?SA|2017|8|2.0
17186|MAN?SA|2017|9|0.1
17186|MAN?SA|2017|10|51.2
17186|MAN?SA|2017|11|55.0
17186|MAN?SA|2017|12|92.4
17186|MAN?SA|2017|13|647.9
17186|MAN?SA|2018|1|62.8
17186|MAN?SA|2018|2|118.1
17186|MAN?SA|2018|3|84.6
17186|MAN?SA|2018|4|6.6
17186|MAN?SA|2018|5|27.3
17186|MAN?SA|2018|6|101.9
17186|MAN?SA|2018|7|10.9
17186|MAN?SA|2018|8|20.1
17186|MAN?SA|2018|9|9.1
17186|MAN?SA|2018|10|71.9
17186|MAN?SA|2018|11|82.4
17186|MAN?SA|2018|12|97.8
17186|MAN?SA|2018|13|693.5
17186|MAN?SA|2019|1|400.6
17186|MAN?SA|2019|2|112.9
17186|MAN?SA|2019|3|40.6
17186|MAN?SA|2019|4|53.9
17186|MAN?SA|2019|5|3.8
17186|MAN?SA|2019|6|29.2
17186|MAN?SA|2019|7|26.2
17186|MAN?SA|2019|8|0.1
17186|MAN?SA|2019|9|25.1
17186|MAN?SA|2019|10|20.8
17186|MAN?SA|2019|11|56.6
17186|MAN?SA|2019|12|72.6
17186|MAN?SA|2019|13|842.4
17186|MAN?SA|2020|1|62.5
17186|MAN?SA|2020|2|94.6
17186|MAN?SA|2020|3|37.8
17186|MAN?SA|2020|4|51.7
17186|MAN?SA|2020|5|72.2
17186|MAN?SA|2020|6|31.0
17186|MAN?SA|2020|7|0.1
17186|MAN?SA|2020|8|0.0
17186|MAN?SA|2020|9|0.0
17186|MAN?SA|2020|10|0.0
17186|MAN?SA|2020|11|0.0
17186|MAN?SA|2020|12|0.0
17186|MAN?SA|2020|13|349.9
17186|MAN?SA|2021|1|67.8
17186|MAN?SA|2021|2|158.5
17186|MAN?SA|2021|3|135.4
17186|MAN?SA|2021|4|43.0
17186|MAN?SA|2021|5|2.0
17186|MAN?SA|2021|6|32.1
17227|AYDIN ?ILDIR HAVAL?MANI|2010|1|106.4
17227|AYDIN ?ILDIR HAVAL?MANI|2010|2|129.2
17227|AYDIN ?ILDIR HAVAL?MANI|2010|3|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|4|16.8
17227|AYDIN ?ILDIR HAVAL?MANI|2010|5|40.4
17227|AYDIN ?ILDIR HAVAL?MANI|2010|6|19.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|7|0.2
17227|AYDIN ?ILDIR HAVAL?MANI|2010|8|2.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|9|13.2
17227|AYDIN ?ILDIR HAVAL?MANI|2010|10|85.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|11|36.2
17227|AYDIN ?ILDIR HAVAL?MANI|2010|12|130.6
17227|AYDIN ?ILDIR HAVAL?MANI|2010|13|594.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|1|114.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|2|62.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|3|25.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|4|34.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|5|75.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|6|21.2
17227|AYDIN ?ILDIR HAVAL?MANI|2011|7|0.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|8|3.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|9|43.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|10|52.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|11|1.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|12|72.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|13|506.6
17227|AYDIN ?ILDIR HAVAL?MANI|2012|1|132.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|2|132.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|3|33.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|4|53.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|5|42.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|6|10.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|7|0.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|8|5.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|9|0.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|10|28.8
17227|AYDIN ?ILDIR HAVAL?MANI|2012|11|32.8
17227|AYDIN ?ILDIR HAVAL?MANI|2012|12|189.8
17227|AYDIN ?ILDIR HAVAL?MANI|2012|13|659.6
17227|AYDIN ?ILDIR HAVAL?MANI|2013|1|186.8
17227|AYDIN ?ILDIR HAVAL?MANI|2013|2|156.2
17227|AYDIN ?ILDIR HAVAL?MANI|2013|3|94.6
17227|AYDIN ?ILDIR HAVAL?MANI|2013|4|67.8
17227|AYDIN ?ILDIR HAVAL?MANI|2013|5|11.6
17227|AYDIN ?ILDIR HAVAL?MANI|2013|6|2.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|7|1.6
17227|AYDIN ?ILDIR HAVAL?MANI|2013|8|2.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|9|4.2
17227|AYDIN ?ILDIR HAVAL?MANI|2013|10|70.8
17227|AYDIN ?ILDIR HAVAL?MANI|2013|11|127.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|12|15.6
17227|AYDIN ?ILDIR HAVAL?MANI|2013|13|740.2
17227|AYDIN ?ILDIR HAVAL?MANI|2014|1|66.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|2|20.8
17227|AYDIN ?ILDIR HAVAL?MANI|2014|3|67.2
17227|AYDIN ?ILDIR HAVAL?MANI|2014|4|63.4
17227|AYDIN ?ILDIR HAVAL?MANI|2014|5|9.4
17227|AYDIN ?ILDIR HAVAL?MANI|2014|6|28.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|7|0.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|8|0.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|9|20.8
17227|AYDIN ?ILDIR HAVAL?MANI|2014|10|39.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|11|110.8
17227|AYDIN ?ILDIR HAVAL?MANI|2014|12|230.4
17227|AYDIN ?ILDIR HAVAL?MANI|2014|13|655.8
17227|AYDIN ?ILDIR HAVAL?MANI|2015|1|129.8
17227|AYDIN ?ILDIR HAVAL?MANI|2015|2|129.2
17227|AYDIN ?ILDIR HAVAL?MANI|2015|3|89.2
17227|AYDIN ?ILDIR HAVAL?MANI|2015|4|23.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|5|96.4
17227|AYDIN ?ILDIR HAVAL?MANI|2015|6|21.7
17227|AYDIN ?ILDIR HAVAL?MANI|2015|7|2.4
17227|AYDIN ?ILDIR HAVAL?MANI|2015|8|0.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|9|27.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|10|75.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|11|81.9
17227|AYDIN ?ILDIR HAVAL?MANI|2015|12|0.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|13|677.4
17227|AYDIN ?ILDIR HAVAL?MANI|2016|1|143.7
17227|AYDIN ?ILDIR HAVAL?MANI|2016|2|40.8
17227|AYDIN ?ILDIR HAVAL?MANI|2016|3|126.7
17227|AYDIN ?ILDIR HAVAL?MANI|2016|4|7.6
17227|AYDIN ?ILDIR HAVAL?MANI|2016|5|23.3
17227|AYDIN ?ILDIR HAVAL?MANI|2016|6|12.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|7|0.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|8|0.2
17227|AYDIN ?ILDIR HAVAL?MANI|2016|9|5.4
17227|AYDIN ?ILDIR HAVAL?MANI|2016|10|0.4
17227|AYDIN ?ILDIR HAVAL?MANI|2016|11|37.5
17227|AYDIN ?ILDIR HAVAL?MANI|2016|12|10.8
17227|AYDIN ?ILDIR HAVAL?MANI|2016|13|408.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|1|225.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|2|19.2
17227|AYDIN ?ILDIR HAVAL?MANI|2017|3|75.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|4|45.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|5|67.1
17227|AYDIN ?ILDIR HAVAL?MANI|2017|6|9.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|7|0.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|8|11.9
17227|AYDIN ?ILDIR HAVAL?MANI|2017|9|0.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|10|52.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|11|80.5
17227|AYDIN ?ILDIR HAVAL?MANI|2017|13|586.7
17237|DEN?ZL?|2005|1|38.0
17237|DEN?ZL?|2005|2|81.2
17237|DEN?ZL?|2005|3|62.2
17237|DEN?ZL?|2005|4|20.8
17237|DEN?ZL?|2005|5|66.8
17237|DEN?ZL?|2005|6|16.2
17237|DEN?ZL?|2005|7|21.2
17237|DEN?ZL?|2005|8|0.2
17237|DEN?ZL?|2005|9|37.2
17237|DEN?ZL?|2005|10|28.0
17237|DEN?ZL?|2005|11|95.4
17237|DEN?ZL?|2005|12|67.2
17237|DEN?ZL?|2005|13|534.4
17237|DEN?ZL?|2006|1|69.2
17237|DEN?ZL?|2006|2|69.6
17237|DEN?ZL?|2006|3|115.8
17237|DEN?ZL?|2006|4|37.4
17237|DEN?ZL?|2006|5|39.4
17237|DEN?ZL?|2006|6|40.8
17237|DEN?ZL?|2006|7|19.0
17237|DEN?ZL?|2006|8|0.0
17237|DEN?ZL?|2006|9|16.4
17237|DEN?ZL?|2006|10|47.2
17237|DEN?ZL?|2006|11|31.4
17237|DEN?ZL?|2006|12|4.4
17237|DEN?ZL?|2006|13|490.6
17237|DEN?ZL?|2007|1|89.0
17237|DEN?ZL?|2007|2|73.2
17237|DEN?ZL?|2007|3|20.6
17237|DEN?ZL?|2007|4|36.2
17237|DEN?ZL?|2007|5|16.8
17237|DEN?ZL?|2007|6|13.0
17237|DEN?ZL?|2007|7|8.0
17237|DEN?ZL?|2007|8|3.6
17237|DEN?ZL?|2007|9|14.6
17237|DEN?ZL?|2007|10|52.6
17237|DEN?ZL?|2007|11|89.8
17237|DEN?ZL?|2007|12|93.4
17237|DEN?ZL?|2007|13|510.8
17237|DEN?ZL?|2008|1|17.4
17237|DEN?ZL?|2008|2|33.2
17237|DEN?ZL?|2008|3|54.8
17237|DEN?ZL?|2008|4|49.2
17237|DEN?ZL?|2008|5|0.2
17237|DEN?ZL?|2008|6|2.6
17237|DEN?ZL?|2008|7|6.0
17237|DEN?ZL?|2008|8|18.8
17237|DEN?ZL?|2008|9|18.8
17237|DEN?ZL?|2008|10|24.4
17237|DEN?ZL?|2008|11|78.2
17237|DEN?ZL?|2008|12|22.0
17237|DEN?ZL?|2008|13|325.6
17237|DEN?ZL?|2009|1|168.4
17237|DEN?ZL?|2009|2|163.6
17237|DEN?ZL?|2009|3|93.6
17237|DEN?ZL?|2009|4|56.4
17237|DEN?ZL?|2009|5|64.2
17237|DEN?ZL?|2009|6|3.0
17237|DEN?ZL?|2009|7|0.0
17237|DEN?ZL?|2009|8|0.2
17237|DEN?ZL?|2009|9|14.2
17237|DEN?ZL?|2009|10|12.0
17237|DEN?ZL?|2009|11|116.8
17237|DEN?ZL?|2009|12|91.8
17237|DEN?ZL?|2009|13|784.2
17237|DEN?ZL?|2010|1|79.0
17237|DEN?ZL?|2010|2|104.8
17237|DEN?ZL?|2010|3|32.4
17237|DEN?ZL?|2010|4|26.8
17237|DEN?ZL?|2010|5|45.4
17237|DEN?ZL?|2010|6|122.0
17237|DEN?ZL?|2010|7|13.4
17237|DEN?ZL?|2010|8|6.6
17237|DEN?ZL?|2010|9|0.0
17237|DEN?ZL?|2010|10|87.4
17237|DEN?ZL?|2010|11|13.0
17237|DEN?ZL?|2010|12|160.4
17237|DEN?ZL?|2010|13|691.2
17237|DEN?ZL?|2011|1|75.6
17237|DEN?ZL?|2011|2|63.2
17237|DEN?ZL?|2011|3|47.0
17237|DEN?ZL?|2011|4|83.2
17237|DEN?ZL?|2011|5|121.6
17237|DEN?ZL?|2011|6|14.2
17237|DEN?ZL?|2011|7|0.0
17237|DEN?ZL?|2011|8|0.4
17237|DEN?ZL?|2011|9|6.6
17237|DEN?ZL?|2011|10|93.0
17237|DEN?ZL?|2011|11|0.0
17237|DEN?ZL?|2011|12|68.0
17237|DEN?ZL?|2011|13|572.8
17237|DEN?ZL?|2012|1|73.4
17237|DEN?ZL?|2012|2|86.2
17237|DEN?ZL?|2012|3|30.0
17237|DEN?ZL?|2012|4|54.2
17237|DEN?ZL?|2012|5|55.8
17237|DEN?ZL?|2012|6|2.6
17237|DEN?ZL?|2012|7|6.2
17237|DEN?ZL?|2012|8|13.6
17237|DEN?ZL?|2012|9|0.0
17237|DEN?ZL?|2012|10|27.4
17237|DEN?ZL?|2012|11|43.4
17237|DEN?ZL?|2012|12|150.0
17237|DEN?ZL?|2012|13|542.8
17237|DEN?ZL?|2013|1|124.2
17237|DEN?ZL?|2013|2|109.6
17237|DEN?ZL?|2013|3|33.8
17237|DEN?ZL?|2013|4|57.0
17237|DEN?ZL?|2013|5|22.0
17237|DEN?ZL?|2013|6|8.8
17237|DEN?ZL?|2013|7|8.2
17237|DEN?ZL?|2013|8|2.6
17237|DEN?ZL?|2013|9|0.2
17237|DEN?ZL?|2013|10|56.8
17237|DEN?ZL?|2013|11|80.0
17237|DEN?ZL?|2013|12|21.8
17237|DEN?ZL?|2013|13|525.0
17237|DEN?ZL?|2014|1|61.2
17237|DEN?ZL?|2014|2|11.6
17237|DEN?ZL?|2014|3|40.4
17237|DEN?ZL?|2014|4|33.8
17237|DEN?ZL?|2014|5|66.8
17237|DEN?ZL?|2014|6|100.4
17237|DEN?ZL?|2014|7|2.8
17237|DEN?ZL?|2014|8|8.4
17237|DEN?ZL?|2014|9|12.6
17237|DEN?ZL?|2014|10|54.4
17237|DEN?ZL?|2014|11|27.0
17237|DEN?ZL?|2014|12|106.8
17237|DEN?ZL?|2014|13|526.2
17237|DEN?ZL?|2015|1|146.0
17237|DEN?ZL?|2015|2|80.4
17237|DEN?ZL?|2015|3|116.4
17237|DEN?ZL?|2015|4|33.0
17237|DEN?ZL?|2015|5|48.8
17237|DEN?ZL?|2015|6|56.8
17237|DEN?ZL?|2015|7|3.6
17237|DEN?ZL?|2015|8|14.0
17237|DEN?ZL?|2015|9|16.0
17237|DEN?ZL?|2015|10|24.2
17237|DEN?ZL?|2015|11|22.0
17237|DEN?ZL?|2015|12|0.0
17237|DEN?ZL?|2015|13|561.2
17237|DEN?ZL?|2016|1|77.8
17237|DEN?ZL?|2016|2|13.0
17237|DEN?ZL?|2016|3|65.8
17237|DEN?ZL?|2016|4|4.0
17237|DEN?ZL?|2016|5|57.8
17237|DEN?ZL?|2016|6|9.4
17237|DEN?ZL?|2016|7|2.8
17237|DEN?ZL?|2016|8|18.1
17237|DEN?ZL?|2016|9|36.9
17237|DEN?ZL?|2016|10|0.0
17237|DEN?ZL?|2016|11|60.4
17237|DEN?ZL?|2016|12|33.1
17237|DEN?ZL?|2016|13|379.1
17237|DEN?ZL?|2017|1|160.0
17237|DEN?ZL?|2017|2|0.3
17237|DEN?ZL?|2017|3|37.9
17237|DEN?ZL?|2017|4|56.2
17237|DEN?ZL?|2017|5|53.4
17237|DEN?ZL?|2017|6|12.5
17237|DEN?ZL?|2017|7|0.5
17237|DEN?ZL?|2017|8|22.2
17237|DEN?ZL?|2017|9|0.0
17237|DEN?ZL?|2017|10|66.7
17237|DEN?ZL?|2017|11|42.3
17237|DEN?ZL?|2017|12|39.7
17237|DEN?ZL?|2017|13|491.7
17237|DEN?ZL?|2018|1|56.7
17237|DEN?ZL?|2018|2|32.6
17237|DEN?ZL?|2018|3|66.0
17237|DEN?ZL?|2018|4|1.7
17237|DEN?ZL?|2018|5|55.6
17237|DEN?ZL?|2018|6|147.9
17237|DEN?ZL?|2018|7|11.3
17237|DEN?ZL?|2018|8|14.7
17237|DEN?ZL?|2018|9|0.5
17237|DEN?ZL?|2018|10|43.6
17237|DEN?ZL?|2018|11|65.7
17237|DEN?ZL?|2018|12|100.4
17237|DEN?ZL?|2018|13|596.7
17237|DEN?ZL?|2019|1|119.4
17237|DEN?ZL?|2019|2|28.7
17237|DEN?ZL?|2019|3|18.0
17237|DEN?ZL?|2019|4|24.2
17237|DEN?ZL?|2019|5|9.2
17237|DEN?ZL?|2019|6|33.6
17237|DEN?ZL?|2019|7|9.3
17237|DEN?ZL?|2019|8|0.6
17237|DEN?ZL?|2019|9|24.3
17237|DEN?ZL?|2019|10|11.2
17237|DEN?ZL?|2019|11|18.0
17237|DEN?ZL?|2019|12|103.2
17237|DEN?ZL?|2019|13|399.7
17237|DEN?ZL?|2020|1|29.8
17237|DEN?ZL?|2020|2|52.6
17237|DEN?ZL?|2020|3|46.0
17237|DEN?ZL?|2020|4|30.6
17237|DEN?ZL?|2020|5|68.7
17237|DEN?ZL?|2020|6|15.4
17237|DEN?ZL?|2020|7|2.9
17237|DEN?ZL?|2020|8|6.7
17237|DEN?ZL?|2020|9|35.7
17237|DEN?ZL?|2020|10|42.0
17237|DEN?ZL?|2020|11|21.9
17237|DEN?ZL?|2020|12|29.7
17237|DEN?ZL?|2020|13|382.0
17237|DEN?ZL?|2021|1|82.8
17237|DEN?ZL?|2021|2|10.7
17237|DEN?ZL?|2021|3|74.4
17237|DEN?ZL?|2021|4|9.5
17237|DEN?ZL?|2021|5|0.0
17237|DEN?ZL?|2021|6|17.9
17296|FETH?YE|2005|1|75.2
17296|FETH?YE|2005|2|121.0
17296|FETH?YE|2005|3|67.8
17296|FETH?YE|2005|4|58.2
17296|FETH?YE|2005|5|4.8
17296|FETH?YE|2005|6|1.0
17296|FETH?YE|2005|7|0.0
17296|FETH?YE|2005|8|0.0
17296|FETH?YE|2005|9|0.2
17296|FETH?YE|2005|10|59.8
17296|FETH?YE|2005|11|144.6
17296|FETH?YE|2005|12|33.2
17296|FETH?YE|2005|13|565.8
17296|FETH?YE|2006|1|69.8
17296|FETH?YE|2006|2|93.8
17296|FETH?YE|2006|3|103.0
17296|FETH?YE|2006|4|18.0
17296|FETH?YE|2006|5|0.6
17296|FETH?YE|2006|6|2.8
17296|FETH?YE|2006|7|0.0
17296|FETH?YE|2006|8|0.0
17296|FETH?YE|2006|9|77.6
17296|FETH?YE|2006|10|237.0
17296|FETH?YE|2006|11|145.4
17296|FETH?YE|2006|12|25.2
17296|FETH?YE|2006|13|773.2
17296|FETH?YE|2007|1|126.2
17296|FETH?YE|2007|2|35.6
17296|FETH?YE|2007|3|14.6
17296|FETH?YE|2007|4|48.4
17296|FETH?YE|2007|5|16.2
17296|FETH?YE|2007|6|0.2
17296|FETH?YE|2007|7|1.2
17296|FETH?YE|2007|8|0.0
17296|FETH?YE|2007|9|0.0
17296|FETH?YE|2007|10|96.4
17296|FETH?YE|2007|11|209.4
17296|FETH?YE|2007|12|272.0
17296|FETH?YE|2007|13|820.2
17296|FETH?YE|2008|1|40.8
17296|FETH?YE|2008|2|87.8
17296|FETH?YE|2008|3|38.4
17296|FETH?YE|2008|4|67.4
17296|FETH?YE|2008|5|15.0
17296|FETH?YE|2008|6|0.0
17296|FETH?YE|2008|7|0.6
17296|FETH?YE|2008|8|0.0
17296|FETH?YE|2008|9|30.6
17296|FETH?YE|2008|10|36.8
17296|FETH?YE|2008|11|170.8
17296|FETH?YE|2008|12|66.2
17296|FETH?YE|2008|13|554.4
17296|FETH?YE|2009|1|373.0
17296|FETH?YE|2009|2|189.2
17296|FETH?YE|2009|3|138.4
17296|FETH?YE|2009|4|85.2
17296|FETH?YE|2009|5|96.8
17296|FETH?YE|2009|6|0.8
17296|FETH?YE|2009|7|0.0
17296|FETH?YE|2009|8|0.0
17296|FETH?YE|2009|9|97.8
17296|FETH?YE|2009|10|43.0
17296|FETH?YE|2009|11|33.6
17296|FETH?YE|2009|12|341.6
17296|FETH?YE|2009|13|1399.4
17296|FETH?YE|2010|1|268.6
17296|FETH?YE|2010|2|162.2
17296|FETH?YE|2010|3|6.0
17296|FETH?YE|2010|4|16.6
17296|FETH?YE|2010|5|19.4
17296|FETH?YE|2010|6|7.6
17296|FETH?YE|2010|7|3.2
17296|FETH?YE|2010|8|0.0
17296|FETH?YE|2010|9|15.0
17296|FETH?YE|2010|10|162.4
17296|FETH?YE|2010|11|40.2
17296|FETH?YE|2010|12|274.8
17296|FETH?YE|2010|13|976.0
17296|FETH?YE|2011|1|213.4
17296|FETH?YE|2011|2|157.6
17296|FETH?YE|2011|3|24.6
17296|FETH?YE|2011|4|71.4
17296|FETH?YE|2011|5|67.6
17296|FETH?YE|2011|6|2.0
17296|FETH?YE|2011|7|0.0
17296|FETH?YE|2011|8|27.0
17296|FETH?YE|2011|9|74.8
17296|FETH?YE|2011|10|126.6
17296|FETH?YE|2011|11|9.8
17296|FETH?YE|2011|12|204.8
17296|FETH?YE|2011|13|979.6
17296|FETH?YE|2012|1|406.6
17296|FETH?YE|2012|2|180.0
17296|FETH?YE|2012|3|86.2
17296|FETH?YE|2012|4|74.2
17296|FETH?YE|2012|5|60.2
17296|FETH?YE|2012|6|0.2
17296|FETH?YE|2012|7|0.0
17296|FETH?YE|2012|8|0.0
